batch,timestamp,atlases,templates,top_n,subject,label,k,se,sn,j,volume
batch_1,2013-12-27.05-20-32-node19_28,3,1,0,28,1,0.8137310073,0.7671901528,0.9999214574,0.6859582543,4173
batch_1,2013-12-27.05-20-32-node19_28,3,1,0,28,2,0.8375380865,0.8212237094,0.9999176631,0.7204864752,4021
batch_1,2013-12-27.05-20-32-node19_28,3,3,0,28,1,0.7609538353,0.6873938879,0.9999208944,0.6141448616,3801
batch_1,2013-12-27.05-20-32-node19_28,3,3,0,28,2,0.8447024673,0.8346080306,0.9999166778,0.7311557789,4084
batch_1,2013-12-27.05-20-32-node19_28,3,5,0,28,1,0.7981145091,0.7366298812,0.99992751,0.6640520375,3986
batch_1,2013-12-27.05-20-32-node19_28,3,5,0,28,2,0.847257384,0.8398661568,0.9999159741,0.7349926794,4111
batch_1,2013-12-27.05-20-32-node19_28,3,7,0,28,1,0.8098383056,0.7546689304,0.9999276507,0.6804439342,4070
batch_1,2013-12-27.05-20-32-node19_28,3,7,0,28,2,0.8490475042,0.8415391969,0.9999171001,0.7376911796,4110
batch_1,2013-12-27.05-20-32-node19_28,3,9,0,28,1,0.8158919166,0.7561544992,0.9999353924,0.6890350029,4022
batch_1,2013-12-27.05-20-32-node19_28,3,9,0,28,2,0.8496213487,0.8446462715,0.9999154111,0.7385579937,4135
batch_1,2013-12-27.05-20-32-node19_28,5,11,0,28,1,0.8413840356,0.7818336163,0.9999491866,0.7261975163,4045
batch_1,2013-12-27.05-20-32-node19_28,5,11,0,28,2,0.8433202358,0.8207456979,0.9999259671,0.7290870488,3960
batch_1,2013-12-27.05-20-32-node19_28,5,13,0,28,1,0.845873233,0.7873514431,0.9999507349,0.7329118925,4060
batch_1,2013-12-27.05-20-32-node19_28,5,13,0,28,2,0.8443680138,0.8214627151,0.9999268116,0.7306547619,3957
batch_1,2013-12-27.05-20-32-node19_28,5,15,0,28,1,0.8444444444,0.7862903226,0.9999496089,0.7307692308,4063
batch_1,2013-12-27.05-20-32-node19_28,5,15,0,28,2,0.8442100098,0.822418738,0.9999258264,0.7304181702,3968
batch_1,2013-12-27.05-20-32-node19_28,5,17,0,28,1,0.8462414579,0.7884125637,0.9999503127,0.7334649556,4068
batch_1,2013-12-27.05-20-32-node19_28,5,17,0,28,2,0.8453228578,0.8228967495,0.9999269524,0.7320859026,3962
batch_1,2013-12-27.05-20-32-node19_28,5,19,0,28,1,0.8455321571,0.7882003396,0.9999494681,0.7323999211,4073
batch_1,2013-12-27.05-20-32-node19_28,5,19,0,28,2,0.8447937132,0.8221797323,0.9999268116,0.731292517,3960
batch_1,2013-12-27.05-20-32-node19_28,5,1,0,28,1,0.8353858321,0.7845925297,0.9999377853,0.7173069461,4139
batch_1,2013-12-27.05-20-32-node19_28,5,1,0,28,2,0.836851254,0.8054493308,0.9999296266,0.719470538,3870
batch_1,2013-12-27.05-20-32-node19_28,5,3,0,28,1,0.7886464931,0.7134974533,0.9999363777,0.651045701,3814
batch_1,2013-12-27.05-20-32-node19_28,5,3,0,28,2,0.8403796376,0.8147705545,0.9999268116,0.724702381,3929
batch_1,2013-12-27.05-20-32-node19_28,5,5,0,28,1,0.8320802005,0.7750424448,0.9999417265,0.7124463519,4066
batch_1,2013-12-27.05-20-32-node19_28,5,5,0,28,2,0.8435809149,0.819789675,0.9999270931,0.7294768184,3948
batch_1,2013-12-27.05-20-32-node19_28,5,7,0,28,1,0.8374687002,0.7807724958,0.9999444008,0.720383787,4074
batch_1,2013-12-27.05-20-32-node19_28,5,7,0,28,2,0.8454444854,0.8217017208,0.9999280783,0.7322683706,3949
batch_1,2013-12-27.05-20-32-node19_28,5,9,0,28,1,0.8418647166,0.7818336163,0.9999498904,0.72691397,4040
batch_1,2013-12-27.05-20-32-node19_28,5,9,0,28,2,0.8467296601,0.8245697897,0.9999275154,0.7341987657,3965
batch_1,2013-12-27.05-20-32-node19_28,7,11,0,28,1,0.8536082474,0.7907470289,0.9999588989,0.7446043165,4018
batch_1,2013-12-27.05-20-32-node19_28,7,11,0,28,2,0.8550012288,0.831500956,0.9999331452,0.7467267654,3954
batch_1,2013-12-27.05-20-32-node19_28,7,13,0,28,1,0.8598515134,0.798811545,0.9999607287,0.7541574835,4043
batch_1,2013-12-27.05-20-32-node19_28,7,13,0,28,2,0.855808236,0.8319789675,0.999933849,0.7479587452,3951
batch_1,2013-12-27.05-20-32-node19_28,7,15,0,28,1,0.8591018169,0.7977504244,0.9999605879,0.7530048077,4039
batch_1,2013-12-27.05-20-32-node19_28,7,15,0,28,2,0.8554572271,0.8317399618,0.9999335675,0.7474226804,3952
batch_1,2013-12-27.05-20-32-node19_28,7,17,0,28,1,0.8594965675,0.7971137521,0.999961714,0.753611557,4028
batch_1,2013-12-27.05-20-32-node19_28,7,17,0,28,2,0.8552437223,0.8303059273,0.999934412,0.7470967742,3940
batch_1,2013-12-27.05-20-32-node19_28,7,19,0,28,1,0.8601142857,0.7985993209,0.9999612917,0.7545618608,4038
batch_1,2013-12-27.05-20-32-node19_28,7,19,0,28,2,0.8552469894,0.8317399618,0.999933286,0.7471017604,3954
batch_1,2013-12-27.05-20-32-node19_28,7,1,0,28,1,0.8528182537,0.8011460102,0.9999484828,0.7434029145,4141
batch_1,2013-12-27.05-20-32-node19_28,7,1,0,28,2,0.8485148515,0.8193116635,0.9999341305,0.7368873603,3896
batch_1,2013-12-27.05-20-32-node19_28,7,3,0,28,1,0.80465992,0.7255942275,0.9999483421,0.6731640087,3786
batch_1,2013-12-27.05-20-32-node19_28,7,3,0,28,2,0.849240647,0.8219407266,0.9999330045,0.7379828326,3915
batch_1,2013-12-27.05-20-32-node19_28,7,5,0,28,1,0.8438036389,0.7824702886,0.9999521425,0.7298099762,4027
batch_1,2013-12-27.05-20-32-node19_28,7,5,0,28,2,0.8577755906,0.8331739962,0.9999355379,0.7509694097,3944
batch_1,2013-12-27.05-20-32-node19_28,7,7,0,28,1,0.8508110578,0.7903225806,0.9999552392,0.7403578529,4042
batch_1,2013-12-27.05-20-32-node19_28,7,7,0,28,2,0.8577761359,0.832456979,0.9999361009,0.7509702458,3937
batch_1,2013-12-27.05-20-32-node19_28,7,9,0,28,1,0.8559001946,0.7935059423,0.9999597434,0.7480992397,4025
batch_1,2013-12-27.05-20-32-node19_28,7,9,0,28,2,0.8583712075,0.8350860421,0.9999348342,0.7518829352,3957
batch_1,2013-12-27.05-20-32-node19_28,9,11,0,28,1,0.8658038147,0.8092105263,0.9999601657,0.7633633634,4096
batch_1,2013-12-27.05-20-32-node19_28,9,11,0,28,2,0.8549107143,0.8238527725,0.9999390566,0.746588694,3880
batch_1,2013-12-27.05-20-32-node19_28,9,13,0,28,1,0.8700974836,0.814516129,0.999961714,0.7700642055,4110
batch_1,2013-12-27.05-20-32-node19_28,9,13,0,28,2,0.8552664188,0.8248087954,0.9999387751,0.7471314137,3886
batch_1,2013-12-27.05-20-32-node19_28,9,15,0,28,1,0.8684987509,0.8115449915,0.9999619955,0.7675632276,4094
batch_1,2013-12-27.05-20-32-node19_28,9,15,0,28,2,0.8547347546,0.8240917782,0.9999386344,0.7463203463,3884
batch_1,2013-12-27.05-20-32-node19_28,9,17,0,28,1,0.8684300148,0.8117572156,0.999961714,0.7674558587,4097
batch_1,2013-12-27.05-20-32-node19_28,9,17,0,28,2,0.8550526968,0.8240917782,0.9999390566,0.7468052848,3881
batch_1,2013-12-27.05-20-32-node19_28,9,19,0,28,1,0.8696145125,0.8138794567,0.9999615732,0.7693079238,4108
batch_1,2013-12-27.05-20-32-node19_28,9,19,0,28,2,0.8549826475,0.8243307839,0.9999387751,0.7466984196,3884
batch_1,2013-12-27.05-20-32-node19_28,9,1,0,28,1,0.8631885356,0.8181239389,0.9999486236,0.7593066772,4220
batch_1,2013-12-27.05-20-32-node19_28,9,1,0,28,2,0.8464626192,0.8064053537,0.9999417308,0.7337973032,3788
batch_1,2013-12-27.05-20-32-node19_28,9,3,0,28,1,0.8143040785,0.7393887946,0.9999491866,0.6867731126,3845
batch_1,2013-12-27.05-20-32-node19_28,9,3,0,28,2,0.8478641019,0.8111854685,0.9999397603,0.7359063313,3822
batch_1,2013-12-27.05-20-32-node19_28,9,5,0,28,1,0.853736089,0.7977504244,0.9999528463,0.7447988904,4094
batch_1,2013-12-27.05-20-32-node19_28,9,5,0,28,2,0.8574626866,0.8238527725,0.9999424345,0.7504898759,3856
batch_1,2013-12-27.05-20-32-node19_28,9,7,0,28,1,0.8626740632,0.808573854,0.9999562245,0.7585108501,4121
batch_1,2013-12-27.05-20-32-node19_28,9,7,0,28,2,0.8577457795,0.8257648184,0.9999413085,0.7509237122,3872
batch_1,2013-12-27.05-20-32-node19_28,9,9,0,28,1,0.8670979457,0.8106960951,0.9999607287,0.7653776798,4099
batch_1,2013-12-27.05-20-32-node19_28,9,9,0,28,2,0.8571428571,0.8267208413,0.9999397603,0.75,3887
batch_1,2013-12-27.05-23-06-node17_43,1,11,0,43,1,0.8611588634,0.8643930166,0.9999007631,0.7561711952,4963
batch_1,2013-12-27.05-23-06-node17_43,1,11,0,43,2,0.8887719667,0.8849538977,0.9999284947,0.7998106061,4731
batch_1,2013-12-27.05-23-06-node17_43,1,13,0,43,1,0.8619018776,0.8666260658,0.9998999185,0.7573177222,4980
batch_1,2013-12-27.05-23-06-node17_43,1,13,0,43,2,0.8886784512,0.8849538977,0.9999283539,0.7996591555,4732
batch_1,2013-12-27.05-23-06-node17_43,1,15,0,43,1,0.8612401535,0.8656110434,0.9998997778,0.7562965591,4976
batch_1,2013-12-27.05-23-06-node17_43,1,15,0,43,2,0.8887485528,0.884744342,0.9999286354,0.7997726842,4729
batch_1,2013-12-27.05-23-06-node17_43,1,17,0,43,1,0.8624520299,0.8668290702,0.9999006223,0.7581676136,4976
batch_1,2013-12-27.05-23-06-node17_43,1,17,0,43,2,0.8881391671,0.8826487846,0.99992948,0.7987862697,4713
batch_1,2013-12-27.05-23-06-node17_43,1,19,0,43,1,0.86059873,0.8666260658,0.9998978071,0.7553078556,4995
batch_1,2013-12-27.05-23-06-node17_43,1,19,0,43,2,0.8887485528,0.884744342,0.9999286354,0.7997726842,4729
batch_1,2013-12-27.05-23-06-node17_43,1,1,0,43,1,0.8375378406,0.8424685343,0.9998826048,0.7204861111,4984
batch_1,2013-12-27.05-23-06-node17_43,1,1,0,43,2,0.86873706,0.8792958927,0.9999025951,0.7679355783,4888
batch_1,2013-12-27.05-23-06-node17_43,1,3,0,43,1,0.8344121946,0.8112058465,0.9999076604,0.7158724472,4652
batch_1,2013-12-27.05-23-06-node17_43,1,3,0,43,2,0.8806936899,0.8832774518,0.9999176563,0.7868209819,4800
batch_1,2013-12-27.05-23-06-node17_43,1,5,0,43,1,0.8499794492,0.8396264718,0.9999056897,0.7390993567,4806
batch_1,2013-12-27.05-23-06-node17_43,1,5,0,43,2,0.8843096234,0.8857921207,0.9999210345,0.7926120383,4788
batch_1,2013-12-27.05-23-06-node17_43,1,7,0,43,1,0.8589430894,0.8578968737,0.999903156,0.7527609548,4914
batch_1,2013-12-27.05-23-06-node17_43,1,7,0,43,2,0.8875328774,0.883906119,0.9999275094,0.7978059391,4733
batch_1,2013-12-27.05-23-06-node17_43,1,9,0,43,1,0.8603045685,0.8601299229,0.9999032968,0.7548548014,4924
batch_1,2013-12-27.05-23-06-node17_43,1,9,0,43,2,0.8887953709,0.8851634535,0.9999283539,0.7998485135,4733
batch_1,2013-12-27.05-23-06-node17_43,3,11,0,43,1,0.8670807453,0.850182704,0.9999231442,0.7653508772,4734
batch_1,2013-12-27.05-23-06-node17_43,3,11,0,43,2,0.9062166204,0.8889354568,0.999951016,0.828515625,4590
batch_1,2013-12-27.05-23-06-node17_43,3,13,0,43,1,0.8675421363,0.8516037353,0.9999225811,0.7660701242,4745
batch_1,2013-12-27.05-23-06-node17_43,3,13,0,43,2,0.9058257616,0.8878876781,0.9999512975,0.8278624463,4583
batch_1,2013-12-27.05-23-06-node17_43,3,15,0,43,1,0.8665977249,0.850588713,0.9999220181,0.7645985401,4744
batch_1,2013-12-27.05-23-06-node17_43,3,15,0,43,2,0.9057451589,0.8870494552,0.9999518606,0.827727806,4575
batch_1,2013-12-27.05-23-06-node17_43,3,17,0,43,1,0.8679635762,0.8514007308,0.9999234257,0.7667276051,4738
batch_1,2013-12-27.05-23-06-node17_43,3,17,0,43,2,0.9052361066,0.8857921207,0.9999521421,0.8268779343,4567
batch_1,2013-12-27.05-23-06-node17_43,3,19,0,43,1,0.8664461443,0.8507917174,0.9999215958,0.7643625752,4748
batch_1,2013-12-27.05-23-06-node17_43,3,19,0,43,2,0.9046956894,0.8862112322,0.999951016,0.8259765625,4577
batch_1,2013-12-27.05-23-06-node17_43,3,1,0,43,1,0.8547683358,0.8351603735,0.9999175137,0.746371553,4700
batch_1,2013-12-27.05-23-06-node17_43,3,1,0,43,2,0.897838067,0.8876781224,0.9999397553,0.8146153846,4664
batch_1,2013-12-27.05-23-06-node17_43,3,3,0,43,1,0.8304446119,0.7829882257,0.9999287746,0.7100515464,4363
batch_1,2013-12-27.05-23-06-node17_43,3,3,0,43,2,0.9053550516,0.8910310142,0.9999480601,0.8270764443,4621
batch_1,2013-12-27.05-23-06-node17_43,3,5,0,43,1,0.846804909,0.8124238733,0.9999262409,0.7343119266,4526
batch_1,2013-12-27.05-23-06-node17_43,3,5,0,43,2,0.9048025614,0.8883067896,0.9999494677,0.8261547457,4598
batch_1,2013-12-27.05-23-06-node17_43,3,7,0,43,1,0.8591446199,0.8339423467,0.9999255371,0.7530705775,4637
batch_1,2013-12-27.05-23-06-node17_43,3,7,0,43,2,0.9053260754,0.8887259011,0.99994989,0.8270280811,4597
batch_1,2013-12-27.05-23-06-node17_43,3,9,0,43,1,0.8644879267,0.8430775477,0.9999255371,0.76131989,4682
batch_1,2013-12-27.05-23-06-node17_43,3,9,0,43,2,0.9071108264,0.8901927913,0.9999512975,0.8300117233,4594
batch_1,2013-12-27.05-23-06-node17_43,5,11,0,43,1,0.8864606098,0.8645960211,0.9999403171,0.7960747664,4683
batch_1,2013-12-27.05-23-06-node17_43,5,11,0,43,2,0.9128549751,0.8824392288,0.9999657957,0.8396809571,4454
batch_1,2013-12-27.05-23-06-node17_43,5,13,0,43,1,0.887408949,0.8656110434,0.9999408801,0.7976056865,4684
batch_1,2013-12-27.05-23-06-node17_43,5,13,0,43,2,0.9135615251,0.8836965633,0.9999657957,0.8408773679,4460
batch_1,2013-12-27.05-23-06-node17_43,5,15,0,43,1,0.8879624805,0.8647990256,0.9999424285,0.7985004686,4669
batch_1,2013-12-27.05-23-06-node17_43,5,15,0,43,2,0.9137407889,0.8834870075,0.999966218,0.8411811652,4456
batch_1,2013-12-27.05-23-06-node17_43,5,17,0,43,1,0.8882867862,0.8652050345,0.9999425693,0.7990251219,4670
batch_1,2013-12-27.05-23-06-node17_43,5,17,0,43,2,0.9139761647,0.883906119,0.999966218,0.8415802075,4458
batch_1,2013-12-27.05-23-06-node17_43,5,19,0,43,1,0.8870580874,0.8633779943,0.9999422878,0.7970389805,4663
batch_1,2013-12-27.05-23-06-node17_43,5,19,0,43,2,0.9134625799,0.8836965633,0.9999656549,0.8407097289,4461
batch_1,2013-12-27.05-23-06-node17_43,5,1,0,43,1,0.8750392136,0.8493706862,0.999936235,0.7778397472,4637
batch_1,2013-12-27.05-23-06-node17_43,5,1,0,43,2,0.9046034982,0.8832774518,0.9999532682,0.825822884,4547
batch_1,2013-12-27.05-23-06-node17_43,5,3,0,43,1,0.84682737,0.7951684937,0.9999425693,0.7343457068,4325
batch_1,2013-12-27.05-23-06-node17_43,5,3,0,43,2,0.9072209592,0.8780385583,0.9999612914,0.8301961561,4465
batch_1,2013-12-27.05-23-06-node17_43,5,5,0,43,1,0.8724279835,0.8392204629,0.9999413024,0.7737226277,4551
batch_1,2013-12-27.05-23-06-node17_43,5,5,0,43,2,0.9101757431,0.879086337,0.9999646696,0.8351582719,4446
batch_1,2013-12-27.05-23-06-node17_43,5,7,0,43,1,0.8809374346,0.8546488023,0.9999405986,0.787210172,4632
batch_1,2013-12-27.05-23-06-node17_43,5,7,0,43,2,0.9117934252,0.8805532272,0.9999657957,0.837886341,4445
batch_1,2013-12-27.05-23-06-node17_43,5,9,0,43,1,0.8844263152,0.8583028827,0.99994271,0.79279955,4635
batch_1,2013-12-27.05-23-06-node17_43,5,9,0,43,2,0.9139072848,0.8820201174,0.9999676255,0.8414634146,4439
batch_1,2013-12-27.05-23-06-node17_43,7,11,0,43,1,0.9016616156,0.8757612667,0.9999536894,0.8209324453,4643
batch_1,2013-12-27.05-23-06-node17_43,7,11,0,43,2,0.9191176471,0.8906119028,0.9999681886,0.8503401361,4476
batch_1,2013-12-27.05-23-06-node17_43,7,13,0,43,1,0.9031449169,0.8773853025,0.999954534,0.8233949324,4645
batch_1,2013-12-27.05-23-06-node17_43,7,13,0,43,2,0.9189657038,0.8899832355,0.9999684701,0.8500800641,4471
batch_1,2013-12-27.05-23-06-node17_43,7,15,0,43,1,0.9018950895,0.8743402355,0.9999552378,0.8213196034,4625
batch_1,2013-12-27.05-23-06-node17_43,7,15,0,43,2,0.9189481658,0.8897736798,0.9999686108,0.8500500501,4469
batch_1,2013-12-27.05-23-06-node17_43,7,17,0,43,1,0.9021579719,0.874137231,0.9999558009,0.8217557252,4620
batch_1,2013-12-27.05-23-06-node17_43,7,17,0,43,2,0.9181463837,0.8885163453,0.9999684701,0.8486789432,4464
batch_1,2013-12-27.05-23-06-node17_43,7,19,0,43,1,0.9015088013,0.8733252132,0.9999555193,0.8206791301,4618
batch_1,2013-12-27.05-23-06-node17_43,7,19,0,43,2,0.9186675319,0.8899832355,0.9999680478,0.849569914,4474
batch_1,2013-12-27.05-23-06-node17_43,7,1,0,43,1,0.8914980606,0.8631749898,0.9999491851,0.8042368073,4613
batch_1,2013-12-27.05-23-06-node17_43,7,1,0,43,2,0.9109970047,0.8922883487,0.9999552388,0.8365422397,4576
batch_1,2013-12-27.05-23-06-node17_43,7,3,0,43,1,0.8615451389,0.8059277304,0.9999549563,0.7567670606,4290
batch_1,2013-12-27.05-23-06-node17_43,7,3,0,43,2,0.9151443087,0.8870494552,0.9999653734,0.8435631726,4479
batch_1,2013-12-27.05-23-06-node17_43,7,5,0,43,1,0.8891011355,0.8503857085,0.9999566454,0.8003439052,4497
batch_1,2013-12-27.05-23-06-node17_43,7,5,0,43,2,0.9174610052,0.8874685666,0.9999683293,0.8475085051,4460
batch_1,2013-12-27.05-23-06-node17_43,7,7,0,43,1,0.8958684654,0.8627689809,0.9999560824,0.8113783887,4562
batch_1,2013-12-27.05-23-06-node17_43,7,7,0,43,2,0.9183916766,0.8878876781,0.9999693146,0.8490981964,4455
batch_1,2013-12-27.05-23-06-node17_43,7,9,0,43,1,0.8992851135,0.8682501015,0.9999565047,0.8170009551,4586
batch_1,2013-12-27.05-23-06-node17_43,7,9,0,43,2,0.9206624094,0.89124057,0.9999698777,0.8529883674,4467
batch_1,2013-12-27.05-23-06-node17_43,9,11,0,43,1,0.9093931837,0.8883475436,0.9999546748,0.8338414634,4698
batch_1,2013-12-27.05-23-06-node17_43,9,11,0,43,2,0.9201089918,0.8845347863,0.9999743819,0.8520387566,4403
batch_1,2013-12-27.05-23-06-node17_43,9,13,0,43,1,0.9088831169,0.8879415347,0.9999542525,0.8329841935,4699
batch_1,2013-12-27.05-23-06-node17_43,9,13,0,43,2,0.9197557785,0.883906119,0.9999743819,0.8514331853,4400
batch_1,2013-12-27.05-23-06-node17_43,9,15,0,43,1,0.9082769391,0.8855054811,0.9999553786,0.8319664314,4679
batch_1,2013-12-27.05-23-06-node17_43,9,15,0,43,2,0.9189484019,0.8826487846,0.9999742412,0.8500504541,4395
batch_1,2013-12-27.05-23-06-node17_43,9,17,0,43,1,0.9085607165,0.8855054811,0.9999558009,0.8324427481,4676
batch_1,2013-12-27.05-23-06-node17_43,9,17,0,43,2,0.9187124932,0.8822296731,0.9999742412,0.8496468214,4393
batch_1,2013-12-27.05-23-06-node17_43,9,19,0,43,1,0.9084844695,0.8846934633,0.9999563639,0.8323147441,4668
batch_1,2013-12-27.05-23-06-node17_43,9,19,0,43,2,0.9186947506,0.8820201174,0.9999743819,0.8496164715,4391
batch_1,2013-12-27.05-23-06-node17_43,9,1,0,43,1,0.8971982085,0.8743402355,0.9999481997,0.8135625236,4675
batch_1,2013-12-27.05-23-06-node17_43,9,1,0,43,2,0.9150963829,0.8853730092,0.9999666402,0.8434817329,4462
batch_1,2013-12-27.05-23-06-node17_43,9,3,0,43,1,0.8732273313,0.8250101502,0.9999552378,0.7749809306,4382
batch_1,2013-12-27.05-23-06-node17_43,9,3,0,43,2,0.9158205044,0.8788767812,0.9999728336,0.8447129909,4387
batch_1,2013-12-27.05-23-06-node17_43,9,5,0,43,1,0.897641112,0.8652050345,0.9999566454,0.8142911731,4570
batch_1,2013-12-27.05-23-06-node17_43,9,5,0,43,2,0.9200392713,0.8836965633,0.999974945,0.8519191919,4395
batch_1,2013-12-27.05-23-06-node17_43,9,7,0,43,1,0.9030772451,0.8757612667,0.9999558009,0.8232824427,4628
batch_1,2013-12-27.05-23-06-node17_43,9,7,0,43,2,0.9208947081,0.8843252305,0.9999756488,0.8533872599,4393
batch_1,2013-12-27.05-23-06-node17_43,9,9,0,43,1,0.9061847054,0.8804303695,0.9999565047,0.8284622732,4646
batch_1,2013-12-27.05-23-06-node17_43,9,9,0,43,2,0.9219873611,0.8866303437,0.9999753673,0.8552658177,4406
batch_1,2013-12-27.05-25-08-node10_38,1,11,0,38,1,0.878934926,0.8716683119,0.9999362428,0.784017758,3985
batch_1,2013-12-27.05-25-08-node10_38,1,11,0,38,2,0.8632326821,0.8443782576,0.9999365245,0.759375,3853
batch_1,2013-12-27.05-25-08-node10_38,1,13,0,38,1,0.878757764,0.8729022705,0.9999351169,0.7837358741,3998
batch_1,2013-12-27.05-25-08-node10_38,1,13,0,38,2,0.8618546239,0.8431372549,0.9999356801,0.7572447615,3854
batch_1,2013-12-27.05-25-08-node10_38,1,15,0,38,1,0.8797413257,0.8729022705,0.9999363836,0.7853019538,3989
batch_1,2013-12-27.05-25-08-node10_38,1,15,0,38,2,0.8618237236,0.8421444527,0.9999363838,0.7571970542,3845
batch_1,2013-12-27.05-25-08-node10_38,1,17,0,38,1,0.8792931807,0.8719151037,0.9999365243,0.7845880524,3984
batch_1,2013-12-27.05-25-08-node10_38,1,17,0,38,2,0.8600152711,0.8386696451,0.9999366653,0.7544094664,3829
batch_1,2013-12-27.05-25-08-node10_38,1,19,0,38,1,0.8790252393,0.8724086871,0.9999358206,0.7841614907,3991
batch_1,2013-12-27.05-25-08-node10_38,1,19,0,38,2,0.8606338297,0.8391660462,0.9999370875,0.7553619303,3828
batch_1,2013-12-27.05-25-08-node10_38,1,1,0,38,1,0.8604565083,0.8605626851,0.9999203387,0.755088783,4053
batch_1,2013-12-27.05-25-08-node10_38,1,1,0,38,2,0.8471290082,0.8458674609,0.999914287,0.7347994825,4017
batch_1,2013-12-27.05-25-08-node10_38,1,3,0,38,1,0.8720049659,0.8667324778,0.9999308946,0.773057451,4003
batch_1,2013-12-27.05-25-08-node10_38,1,3,0,38,2,0.8581174984,0.8428890544,0.9999310355,0.7514936933,3886
batch_1,2013-12-27.05-25-08-node10_38,1,5,0,38,1,0.8775205377,0.86994077,0.9999356799,0.7817697937,3982
batch_1,2013-12-27.05-25-08-node10_38,1,5,0,38,2,0.8600838734,0.8399106478,0.9999358208,0.7545150502,3840
batch_1,2013-12-27.05-25-08-node10_38,1,7,0,38,1,0.8790362643,0.8733958539,0.9999351169,0.7841790383,4000
batch_1,2013-12-27.05-25-08-node10_38,1,7,0,38,2,0.8614680066,0.8404070489,0.9999372283,0.7566480447,3832
batch_1,2013-12-27.05-25-08-node10_38,1,9,0,38,1,0.8793039155,0.8729022705,0.9999358206,0.7846051464,3993
batch_1,2013-12-27.05-25-08-node10_38,1,9,0,38,2,0.8618010445,0.8396624473,0.9999382135,0.7571620412,3822
batch_1,2013-12-27.05-25-08-node10_38,3,11,0,38,1,0.8940397351,0.8662388944,0.9999591842,0.8083832335,3800
batch_1,2013-12-27.05-25-08-node10_38,3,11,0,38,2,0.8805759095,0.8500868702,0.9999542583,0.7866329812,3750
batch_1,2013-12-27.05-25-08-node10_38,3,13,0,38,1,0.8947502548,0.8664856861,0.9999598879,0.809545769,3796
batch_1,2013-12-27.05-25-08-node10_38,3,13,0,38,2,0.8808117133,0.8510796724,0.999953836,0.7870094101,3757
batch_1,2013-12-27.05-25-08-node10_38,3,15,0,38,1,0.8944352477,0.8667324778,0.9999593249,0.8090301774,3801
batch_1,2013-12-27.05-25-08-node10_38,3,15,0,38,2,0.8818998716,0.8525688757,0.9999541175,0.7887485649,3761
batch_1,2013-12-27.05-25-08-node10_38,3,17,0,38,1,0.8938391039,0.8664856861,0.9999587619,0.8080552359,3804
batch_1,2013-12-27.05-25-08-node10_38,3,17,0,38,2,0.8814300412,0.8505832713,0.999954962,0.7879972407,3747
batch_1,2013-12-27.05-25-08-node10_38,3,19,0,38,1,0.8939798905,0.8667324778,0.9999587619,0.8082853855,3805
batch_1,2013-12-27.05-25-08-node10_38,3,19,0,38,2,0.8813777149,0.8510796724,0.9999545397,0.7879136029,3752
batch_1,2013-12-27.05-25-08-node10_38,3,1,0,38,1,0.874936322,0.8477295163,0.9999486283,0.7776771564,3800
batch_1,2013-12-27.05-25-08-node10_38,3,1,0,38,2,0.8730925738,0.8520724746,0.999943421,0.7747686752,3835
batch_1,2013-12-27.05-25-08-node10_38,3,3,0,38,1,0.886737164,0.8588351431,0.9999553841,0.796520943,3797
batch_1,2013-12-27.05-25-08-node10_38,3,3,0,38,2,0.8792617278,0.8513278729,0.9999517249,0.7845379689,3773
batch_1,2013-12-27.05-25-08-node10_38,3,5,0,38,1,0.8905016552,0.8630306022,0.999957073,0.8026164792,3802
batch_1,2013-12-27.05-25-08-node10_38,3,5,0,38,2,0.8822848321,0.8510796724,0.9999556657,0.7893646409,3744
batch_1,2013-12-27.05-25-08-node10_38,3,7,0,38,1,0.8945233266,0.8706811451,0.9999566508,0.8091743119,3836
batch_1,2013-12-27.05-25-08-node10_38,3,7,0,38,2,0.8821185242,0.8515760735,0.9999551027,0.7890984361,3750
batch_1,2013-12-27.05-25-08-node10_38,3,9,0,38,1,0.8921394047,0.8654985192,0.9999573545,0.8052812859,3810
batch_1,2013-12-27.05-25-08-node10_38,3,9,0,38,2,0.8820736558,0.8530652767,0.9999539768,0.7890266299,3764
batch_1,2013-12-27.05-25-08-node10_38,5,11,0,38,1,0.9120122418,0.8825271471,0.9999698807,0.8382559775,3790
batch_1,2013-12-27.05-25-08-node10_38,5,11,0,38,2,0.884086444,0.8376768429,0.9999674882,0.7922535211,3606
batch_1,2013-12-27.05-25-08-node10_38,5,13,0,38,1,0.9136149037,0.8835143139,0.9999711474,0.8409678177,3785
batch_1,2013-12-27.05-25-08-node10_38,5,13,0,38,2,0.8845247447,0.8384214445,0.9999674882,0.7929577465,3609
batch_1,2013-12-27.05-25-08-node10_38,5,15,0,38,1,0.9147088866,0.8840078973,0.9999721326,0.8428235294,3780
batch_1,2013-12-27.05-25-08-node10_38,5,15,0,38,2,0.8862714304,0.8404070489,0.9999681919,0.7957696827,3612
batch_1,2013-12-27.05-25-08-node10_38,5,17,0,38,1,0.9136874362,0.8830207305,0.9999715697,0.8410907381,3780
batch_1,2013-12-27.05-25-08-node10_38,5,17,0,38,2,0.8848373557,0.8371804418,0.9999687549,0.7934603623,3595
batch_1,2013-12-27.05-25-08-node10_38,5,19,0,38,1,0.9138261203,0.8832675222,0.9999715697,0.841325811,3781
