hemisphere,kappa,se,sn,jaccard,subject,num_atlases
101,0.8166135589,0.7614754098,0.9999289159,0.6900649954,57,1
1,0.8776685056,0.9249241658,0.9998982433,0.7820047019,59,1
101,0.841915551,0.8900381056,0.9998840329,0.7269897732,59,1
1,0.8521320495,0.8362204724,0.9999208973,0.742360695,64,1
101,0.8506927855,0.8351313321,0.9999230106,0.740178757,64,1
1,0.892609471,0.9110212336,0.9999093493,0.8060475935,67,1
101,0.8810416256,0.8917731629,0.9999065332,0.7873765867,67,1
1,0.8458981233,0.8789837308,0.9998741669,0.7329492659,70,1
101,0.8551906546,0.9061186362,0.9998716371,0.7470157874,70,1
1,0.8507198788,0.9090418354,0.9998810769,0.7402197802,77,20
101,0.8218761869,0.8439937598,0.9998864227,0.6976144423,77,20
1,0.7769474351,0.8329712113,0.9998387155,0.6352526926,77,1
101,0.7577103084,0.7376168224,0.9998738891,0.6099304482,77,1
1,0.9005517427,0.9304783092,0.9999311805,0.8190942472,79,20
101,0.9266264252,0.9368049905,0.9999558086,0.863284179,79,20
1,0.8658127099,0.8276271992,0.9999501754,0.763377193,79,1
101,0.8550128535,0.8290129611,0.9999377914,0.7467444993,79,1
1,0,0,0.9996254423,0,76,1
101,0,0,0.9996191888,0,76,1
1,0.7997494912,0.9379360999,0.9998438031,0.6663188103,03,2
101,0.8198949645,0.9391365888,0.9998601243,0.6947643979,03,2
1,0,0,0.9996254502,0,76,20
101,0,0,0.9996192036,0,76,20
1,0.8174715909,0.914217633,0.9998285801,0.6912912913,09,2
101,0.8005290369,0.9257508343,0.9998040965,0.6674017642,09,2
1,0.8821488241,0.9139813582,0.9999164014,0.7891469303,11,2
101,0.8882078614,0.9114027892,0.9999275207,0.7988974113,11,2
1,0.8417266187,0.9381443299,0.9998570151,0.7267080745,14,2
101,0.850780104,0.952238806,0.9998650396,0.740310977,14,2
1,0.8425357873,0.9174744564,0.9998601048,0.7279151943,13,2
101,0.8403446528,0.9433854908,0.9998506816,0.7246503497,13,2
1,0.8522444706,0.9702026222,0.9998551883,0.7425313569,15,2
101,0.8648861992,0.95,0.9998798144,0.7619378767,15,2
1,0.8018482699,0.9022974607,0.9997973259,0.6692376682,22,2
101,0.8147414741,0.8804089396,0.9998337774,0.687395582,22,2
1,0.8479144882,0.9590013141,0.9998377275,0.7359822509,23,2
101,0.8557132883,0.9563068921,0.9998491265,0.7478137075,23,2
1,0.8808971384,0.9423607281,0.9998993739,0.7871458189,31,2
101,0.8307097487,0.9388264669,0.9998550507,0.7104393009,31,2
1,0.7722581533,0.9101524489,0.9998060808,0.6290069491,28,2
101,0.7873291925,0.9493708808,0.9997828534,0.6492522024,28,2
1,0.815300817,0.9323329558,0.9998236603,0.6881922675,40,2
101,0.7927031509,0.8964223889,0.9998218324,0.6565934066,40,2
1,0.8270799347,0.8840453357,0.9998771408,0.7051460362,46,2
101,0.7757628094,0.8364369957,0.9998549096,0.6336703503,46,2
1,0.8650493722,0.9436170213,0.9998740391,0.7621911923,57,2
101,0.8886113886,0.939529971,0.99990669,0.7995505618,57,2
1,0.8475420037,0.932110594,0.9998625006,0.7354211663,59,2
101,0.8173573322,0.9531402538,0.9998360555,0.6911278905,59,2
1,0.8597296292,0.915961945,0.9998855792,0.7539699804,64,2
101,0.6277215578,0.847970174,0.9997099929,0.4574301676,64,2
1,0.6923259682,0.8914040991,0.9996854712,0.5294331395,67,2
101,0.6822726164,0.9108072917,0.9996718296,0.5177646188,67,2
1,0.8503796338,0.9247207382,0.9998550321,0.7397047397,70,2
101,0.8571428571,0.9502159004,0.9998520802,0.75,70,2
1,0.8233710285,0.9511664075,0.9998374595,0.699771167,77,2
101,0.7695781007,0.8988134476,0.9998133998,0.6254587156,77,2
1,0.8593144988,0.9547482473,0.9998819307,0.753331657,79,2
101,0.8604718067,0.9393844221,0.9998906551,0.7551123454,79,2
1,0.8258706468,0.8617620884,0.9998931853,0.7033898305,03,3
101,0.7740557854,0.7542262679,0.9998947264,0.631395602,03,3
1,0.8355836237,0.850210503,0.9998826117,0.7175986535,09,3
101,0.7899543379,0.8566476851,0.9998225218,0.6528301887,09,3
1,0,0,0.999625464,0,76,2
101,0,0,0.9996192215,0,76,2
1,0.8843537415,0.8807588076,0.9999365243,0.7926829268,11,3
101,0.9038701623,0.869774147,0.9999679098,0.8246013667,11,3
1,0.8779816514,0.90625,0.9999059806,0.7825020442,13,3
101,0.9135745027,0.9305687204,0.9999366636,0.8408993576,13,3
1,0.8392221959,0.8544181555,0.9998940182,0.7229826353,14,3
101,0.8524470416,0.8612546125,0.9999087975,0.7428389561,14,3
1,0.8961644163,0.9182174339,0.9999247015,0.8118640398,15,3
101,0.8894626829,0.9060621242,0.9999262506,0.8009300266,15,3
1,0.7649628659,0.8787954831,0.9997651,0.6193845065,22,3
101,0.7212816725,0.8103140158,0.9997593319,0.5640661098,22,3
1,0.8907260201,0.9069717246,0.9999155465,0.8029810816,23,3
101,0.9034716342,0.9082783571,0.9999322958,0.8239382239,23,3
1,0.8740272374,0.8896039604,0.999916961,0.7762419006,28,3
101,0.8563590475,0.886616678,0.9998859915,0.7488006141,28,3
1,0.8922808548,0.8845654994,0.9999360969,0.805511811,40,3
101,0.8749583194,0.8512110727,0.9999384898,0.7777119146,40,3
1,0.9046607522,0.9351588737,0.9999279408,0.8259183208,31,3
101,0.8737254902,0.9252491694,0.9999020481,0.7757660167,31,3
1,0.8895600788,0.9154054054,0.9999256907,0.8010879849,46,3
101,0.8506307339,0.9129230769,0.9998931872,0.7400848092,46,3
1,0.8933030647,0.9010762537,0.9999284987,0.8071794872,57,3
101,0.8109778712,0.847983454,0.9998675631,0.6820544812,57,3
1,0.8820356473,0.9071394115,0.9999125967,0.7889658066,59,3
101,0.8507423808,0.9112723214,0.9998834714,0.7402538531,59,3
1,0.9118324125,0.8983896575,0.9999552411,0.8379521895,64,3
101,0.891401649,0.8635326335,0.9999543967,0.804079898,64,3
1,0.8633340485,0.8974130241,0.9998854272,0.7595318988,70,3
101,0.7829529576,0.8856691254,0.9997987429,0.6433218523,70,3
1,0.8963860054,0.8873453853,0.9999315867,0.8122278349,67,3
101,0.9041147603,0.8763263813,0.9999521374,0.8250086118,67,3
1,0.8351428928,0.8805263158,0.999877979,0.7169487894,77,3
101,0.8495508035,0.8719480519,0.9999020448,0.7384513858,77,3
1,0.8749338974,0.8873692679,0.9999259719,0.7776733255,79,3
101,0.9001597444,0.9030448718,0.9999455343,0.8184458969,79,3
1,0.8004708652,0.8684546616,0.9998671546,0.6673209028,03,4
101,0.795323285,0.8180237612,0.9998838958,0.6601964453,03,4
1,0.847186196,0.8951382269,0.9998712164,0.734885541,09,4
101,0.7628267183,0.8896415467,0.9997791881,0.6165884194,09,4
1,0,0,0.9996254433,0,76,3
101,0,0,0.9996192036,0,76,3
1,0.8966557707,0.9078411405,0.9999352588,0.8126709207,11,4
101,0.8946882826,0.9077293394,0.9999361049,0.8094443119,11,4
1,0.8884656589,0.9556978233,0.9998924736,0.7993146284,13,4
101,0.8960237096,0.9750067186,0.9998945875,0.8116331096,13,4
1,0.8788249694,0.9257349149,0.9999011999,0.7838427948,14,4
101,0.8276043724,0.912311266,0.9998582826,0.7059087845,14,4
1,0.8690207864,0.9375844366,0.9998852991,0.7683790965,15,4
101,0.8951674763,0.9511002445,0.9999099284,0.8102291136,15,4
1,0.792264088,0.9315211709,0.9997738312,0.6559911651,22,4
101,0.7701499267,0.8567845498,0.9997933893,0.6262144821,22,4
1,0.8970251716,0.9408,0.999903445,0.8132780083,23,4
101,0.9036262659,0.9357239513,0.9999155489,0.8241954708,23,4
1,0.8436712052,0.8927427962,0.9998820613,0.7296118622,28,4
101,0.8498656385,0.9454120094,0.9998487043,0.7389272653,28,4
1,0.8845004547,0.9548387097,0.9998975452,0.7929187049,31,4
101,0.8718224613,0.9540771269,0.9998878372,0.7727706247,31,4
1,0.8112200571,0.930788949,0.9998201425,0.6823971602,40,4
101,0.6794178794,0.8624208304,0.9997295356,0.5144836272,40,4
1,0.9030015065,0.9307214525,0.9999230114,0.8231565603,57,4
101,0.9037943696,0.934920233,0.9999255474,0.8244752121,57,4
1,0.8845793768,0.9284110051,0.9999144334,0.7930455635,46,4
101,0.8848122867,0.9410163339,0.9999134514,0.7934200459,46,4
1,0.8475168455,0.9350220264,0.9998612344,0.7353832828,59,4
101,0.8025970438,0.9236883943,0.9998326764,0.6702814952,59,4
1,0.8524831392,0.8968008256,0.9998869852,0.7428937807,64,4
101,0.8765743073,0.9081419624,0.9999116153,0.7802690583,64,4
1,0.8536329273,0.9291428571,0.9998474263,0.7446418758,67,4
101,0.8572029001,0.929792569,0.9998520708,0.7500919456,67,4
1,0.8290695042,0.9164164164,0.999834486,0.7080433101,70,4
101,0.8166081871,0.92895157,0.9998168993,0.6900573236,70,4
1,0.8050019539,0.8920323326,0.9998419573,0.6736429039,77,4
101,0.7357920987,0.7860347729,0.9998240817,0.5820182724,77,4
1,0.8827004219,0.9581679389,0.999901912,0.7900302115,79,4
101,0.9017388904,0.93933295,0.9999294928,0.821060568,79,4
1,0.8134495085,0.8505022191,0.9998550287,0.6855582753,09,5
101,0.7706682436,0.8725227638,0.9997941003,0.6269001347,09,5
1,0.8052546046,0.7991935484,0.9999027503,0.6739968261,03,5
101,0.7648511634,0.7273176761,0.9999006346,0.6192380551,03,5
1,0.8894117647,0.8868856508,0.9999387763,0.8008474576,11,5
101,0.9133067113,0.9054916986,0.9999573553,0.8404457089,11,5
1,0,0,0.9996254558,0,76,4
101,0,0,0.9996192119,0,76,4
1,0.9085079583,0.9362756667,0.9999255443,0.8323541754,13,5
101,0.9202482726,0.9440172994,0.9999369456,0.8522776573,13,5
1,0.8749704002,0.8895040924,0.9999159745,0.777731004,14,5
101,0.8636864666,0.8779880478,0.9999123168,0.7600776029,14,5
1,0.9145704794,0.9302437847,0.9999393384,0.8425885439,15,5
101,0.916676833,0.9262820513,0.9999459542,0.8461711712,15,5
1,0.8549790195,0.9080434783,0.9998600894,0.7466928852,22,5
101,0.8051727793,0.8347252747,0.999847141,0.6738821859,22,5
1,0.8845567415,0.9271689498,0.9998957037,0.7930091779,23,5
101,0.904915912,0.9271040424,0.999922304,0.8263437685,23,5
1,0.8206000243,0.8342800692,0.9998865602,0.6957775489,28,5
101,0.7893626992,0.8810146444,0.9998109865,0.6520224502,28,5
1,0.9122370223,0.9392463471,0.9999341331,0.8386358434,31,5
101,0.8807149333,0.923160467,0.9999102098,0.7868548947,31,5
1,0.904793757,0.9172694394,0.9999313132,0.8261400651,40,5
101,0.8951860703,0.8910285455,0.9999380694,0.8102595797,40,5
1,0.8972321886,0.900231422,0.9999417332,0.8136184058,46,5
101,0.8860932586,0.9032617786,0.9999316028,0.7954824454,46,5
1,0.925962926,0.9134910206,0.9999617148,0.8621331129,57,5
101,0.9147866745,0.9028610983,0.999956649,0.8429556226,57,5
1,0.8752083829,0.9150896414,0.9999004943,0.7781071353,59,5
101,0.859700729,0.9022818792,0.9998968392,0.7539255271,59,5
1,0.859360301,0.864852071,0.9999120327,0.7534020619,64,5
101,0.884592145,0.8783297336,0.9999369455,0.7930660888,64,5
1,0.8921075968,0.9054,0.9999124454,0.8052294557,67,5
101,0.8879593666,0.9077580941,0.9999054084,0.7984954326,67,5
1,0.9001264223,0.9179200688,0.999920332,0.8183908046,70,5
101,0.8717891195,0.9425175843,0.9998724844,0.7727182342,70,5
1,0.855963991,0.9043593131,0.9998888162,0.7481967213,77,5
101,0.8578680203,0.8831983277,0.9999052821,0.7511111111,77,5
1,0.8978394238,0.9189189189,0.9999339946,0.8146176186,79,5
101,0.9135935397,0.9268159476,0.9999473645,0.8409316155,79,5
1,0.7870276531,0.8381128585,0.9998668711,0.6488422058,03,6
101,0.8224107665,0.8817440402,0.9998822114,0.6983850932,03,6
1,0,0,0.9996254469,0,76,5
101,0,0,0.9996192003,0,76,5
1,0.8319634703,0.8911714356,0.9998554549,0.712275215,09,6
101,0.8006164059,0.9090174966,0.9998108487,0.6675232259,09,6
1,0.9071902091,0.9319015191,0.9999341339,0.830144657,11,6
101,0.9113020489,0.9273607748,0.9999435642,0.8370568237,11,6
1,0.8926221805,0.9459661355,0.9999019017,0.8060683217,13,6
101,0.8963749542,0.9622641509,0.9999007786,0.8122096881,13,6
1,0.8689120426,0.9050984351,0.9999006358,0.7682090831,14,6
101,0.8750314941,0.9166006862,0.9999048604,0.7778275476,14,6
1,0.9053527981,0.9456162643,0.9999206215,0.8270726828,15,6
101,0.9061439879,0.9444735464,0.9999247043,0.8283942109,15,6
1,0.8105147864,0.9345794393,0.9997929679,0.6813996317,22,6
101,0.8239568425,0.891164563,0.9998392667,0.7006178618,22,6
1,0.9008173183,0.9590780809,0.9998980983,0.8195337621,23,6
101,0.9209533053,0.9438549956,0.999932579,0.8534879073,23,6
1,0.8199445983,0.8664183076,0.9998693947,0.6948356808,28,6
101,0.784416826,0.897702407,0.9997987469,0.6453008258,28,6
1,0.8984434805,0.9500809498,0.9999140094,0.815612694,31,6
101,0.8812803358,0.9369595537,0.9999044409,0.7877579737,31,6
1,0.8711797947,0.9156363636,0.9998917665,0.7717613404,40,6
101,0.8598417759,0.8889160156,0.9998969746,0.7541425021,40,6
1,0.8975976379,0.9457013575,0.9999196409,0.814219625,46,6
101,0.8664363846,0.9342023588,0.9998992389,0.7643473845,46,6
1,0.9167144003,0.933504433,0.999937789,0.8462351946,57,6
101,0.9173913043,0.9356984479,0.9999404651,0.8473895582,57,6
1,0.875442235,0.9404980341,0.9998882528,0.778476893,59,6
101,0.8383419689,0.8924434639,0.9998792487,0.721677074,59,6
1,0.8775948461,0.8964172557,0.9999154121,0.7818877551,64,6
101,0.8228896945,0.8788716814,0.9998691159,0.6990761109,64,6
1,0.9067543335,0.9308652076,0.999915825,0.8294149809,67,6
101,0.898037629,0.9333473507,0.9999027361,0.8149440059,67,6
1,0.8936535163,0.928285078,0.9999056955,0.807751938,70,6
101,0.8701944821,0.9496544916,0.9998671374,0.7702161729,70,6
1,0.8602367162,0.9160632877,0.9998878319,0.7547503314,77,6
101,0.8272087568,0.8765534383,0.9998762933,0.7053333333,77,6
1,0.883996147,0.9358974359,0.999912324,0.792108508,79,6
101,0.9124097534,0.9373075847,0.9999410321,0.8389278557,79,6
1,0.8164919637,0.836723002,0.9998954353,0.6898913557,03,7
101,0.803886684,0.8026783274,0.9998999364,0.6720823799,03,7
1,0.8891993552,0.8927492447,0.9999248364,0.800503096,09,7
101,0.8696502281,0.8925306577,0.9998989395,0.7693638286,09,7
1,0.9165446559,0.9007194245,0.9999619984,0.8459459459,11,7
101,0.9133123028,0.8876624969,0.9999677694,0.8404551788,11,7
1,0,0,0.999625454,0,76,6
101,0,0,0.9996192156,0,76,6
1,0.9131671788,0.9349801911,0.9999318775,0.8402094241,13,7
101,0.9157894737,0.9381739756,0.999934975,0.8446601942,13,7
1,0.8815588684,0.8883368819,0.9999244185,0.7882031906,14,7
101,0.8774527953,0.8990895296,0.9999163991,0.7816622691,14,7
1,0.8252184769,0.8930421076,0.9998303939,0.7024442083,22,7
101,0.8357986591,0.8701528916,0.999865299,0.7179159049,22,7
1,0.9073345259,0.927804878,0.9999323015,0.8303863785,15,7
101,0.9245465538,0.925890046,0.9999552428,0.8596806836,15,7
1,0.9029490617,0.9307981428,0.9999166739,0.8230694037,23,7
101,0.9105190532,0.9180222603,0.999935252,0.8357365549,23,7
1,0.8418342325,0.8643001007,0.9998943022,0.7268685158,28,7
101,0.8627804713,0.9203752706,0.9998752987,0.7586753916,28,7
1,0.9104495896,0.921855619,0.9999414506,0.8356195188,31,7
101,0.8931134332,0.9083226633,0.999930896,0.8068698817,31,7
1,0.9001567047,0.9163628077,0.9999261058,0.8184408712,40,7
101,0.8851902174,0.8766539583,0.9999346909,0.7940280317,40,7
1,0.8858004458,0.9100215517,0.9999244239,0.7950105907,46,7
101,0.8726211974,0.9044054132,0.9999176713,0.7740266141,46,7
1,0.9115094127,0.9130532972,0.9999436993,0.8374067937,57,7
101,0.9137971422,0.9036367848,0.9999549602,0.8412766875,57,7
1,0.8927675108,0.872074883,0.9999484844,0.8063053781,64,7
101,0.8826965198,0.8824817518,0.9999323015,0.7900239599,64,7
1,0.8827220077,0.9365079365,0.9998981032,0.7900647948,59,7
101,0.8704571356,0.9037601893,0.9999075343,0.7706278027,59,7
1,0.8597907324,0.8829308228,0.9998824647,0.7540639748,67,7
101,0.861247865,0.8886585113,0.9998811989,0.7563084524,67,7
1,0.8927928881,0.9147690306,0.9999127317,0.8063467788,70,7
101,0.8990806072,0.9217448488,0.9999173772,0.8166634298,70,7
1,0.8668815072,0.9071335927,0.9998992299,0.7650404725,77,7
101,0.8508064516,0.8694308524,0.9999047184,0.7403508772,77,7
1,0.8985776951,0.9164859002,0.9999359646,0.8158339368,79,7
101,0.9166221272,0.9230355221,0.9999524307,0.8460779477,79,7
1,0.7591261452,0.7849023608,0.9998633493,0.6117673785,03,8
101,0.8197094845,0.8529934795,0.9998916373,0.6944980695,03,8
1,0,0,0.9996254495,0,76,7
101,0,0,0.9996192007,0,76,7
1,0.8502704569,0.9193628671,0.9998624935,0.7395395395,09,8
101,0.8144402634,0.9154110494,0.9998229504,0.6869668717,09,8
1,0.9168017962,0.9208218492,0.9999505992,0.8463841548,11,8
101,0.9126620401,0.9197677487,0.9999489117,0.8393545279,11,8
1,0.8968525286,0.9541008277,0.9999026059,0.8129942295,13,8
101,0.9073737741,0.9652241113,0.9999113332,0.8304521277,13,8
1,0.8662373952,0.9050520437,0.9998976805,0.7640377197,14,8
101,0.8635556683,0.9111586834,0.9998952909,0.7598750279,14,8
1,0.905814097,0.9614779874,0.9999133044,0.8278429603,15,8
101,0.9118686869,0.9555437947,0.9999254084,0.8380134602,15,8
1,0.8789613576,0.9323357189,0.9998772613,0.7840598213,22,8
101,0.7850220264,0.8493803622,0.9998142138,0.6461203771,22,8
1,0.8808784383,0.9423350736,0.9998830388,0.7871159564,23,8
101,0.9045805679,0.9358397118,0.9999166748,0.8257846643,23,8
1,0.8441083191,0.8619830593,0.9998981017,0.730265935,28,8
101,0.7997105993,0.9259983245,0.999803534,0.6662648182,28,8
1,0.8992424242,0.9400739176,0.999919638,0.8169304886,31,8
101,0.8878935582,0.9484942302,0.9999059894,0.7983890073,31,8
1,0.8963660834,0.9473684211,0.9999176708,0.812195122,46,8
101,0.8686868687,0.9243112322,0.9999052891,0.7678571429,46,8
1,0.875232342,0.927375677,0.9998903601,0.7781450114,40,8
101,0.8761103319,0.89600765,0.9999120332,0.7795341098,40,8
1,0.9226672841,0.9499404052,0.9999355378,0.8564367075,57,8
101,0.9190031153,0.9296969697,0.9999456722,0.8501440922,57,8
1,0.8880214687,0.9538784067,0.9998955712,0.7985958754,59,8
101,0.8654227868,0.9442679757,0.9998840363,0.7627711686,59,8
1,0.9151351984,0.9167448405,0.9999479231,0.843547691,64,8
101,0.9081301789,0.8961839298,0.9999539755,0.8317201936,64,8
1,0.8898678414,0.9183715644,0.9999007643,0.8015873016,67,8
101,0.9063723031,0.9340227508,0.9999135735,0.8287759222,67,8
1,0.8983123264,0.9294871795,0.999910903,0.8153965484,70,8
101,0.8789667075,0.9422296491,0.9998810688,0.7840683353,70,8
1,0.8921729611,0.938669738,0.9999190786,0.8053359684,79,8
101,0.9125360428,0.9453769559,0.9999373735,0.8391414141,79,8
1,0.8404076893,0.9205765969,0.9998654582,0.7247441032,77,8
101,0.8415752098,0.8827193933,0.9998882547,0.7264823897,77,8
1,0.7909446618,0.8104238259,0.9998826285,0.6541840037,03,9
101,0.7833588424,0.7954224357,0.9998827685,0.6438700823,03,9
1,0.8577010746,0.8698811096,0.9998986571,0.7508551881,09,9
101,0.802845995,0.8760330579,0.9998278712,0.6706288344,09,9
1,0.908955038,0.9115663253,0.9999469398,0.8331050228,11,9
101,0.9224248651,0.9118842052,0.9999638293,0.8560190703,11,9
1,0,0,0.9996254549,0,76,8
101,0,0,0.9996192062,0,76,8
1,0.9131474104,0.9351830263,0.9999317368,0.8401759531,13,9
101,0.9207396066,0.9501701507,0.9999341311,0.8531209079,13,9
1,0.8681095301,0.8916728077,0.999906827,0.7669554194,14,9
101,0.8717133423,0.8848063555,0.9999176649,0.7725991762,14,9
1,0.8930893089,0.9248135874,0.9999006237,0.8068305023,22,9
101,0.8528417819,0.8531038722,0.9998986523,0.7434386717,22,9
1,0.9054200216,0.9333498513,0.9999270946,0.8271848924,15,9
101,0.9166460549,0.9394169835,0.9999387772,0.8461187215,15,9
1,0.8572119454,0.8673843895,0.999910064,0.7501057977,28,9
101,0.8463373083,0.9103347178,0.9998612253,0.7336089781,28,9
1,0.9142610944,0.9468987059,0.9999214599,0.8420634921,23,9
101,0.9181274049,0.9322769698,0.9999360971,0.8486465125,23,9
1,0.8925286067,0.9107142857,0.9999200537,0.8059157212,40,9
101,0.8777351681,0.8660137992,0.9999321571,0.7821105528,40,9
1,0.8992823559,0.92,0.9999299104,0.8169964029,31,9
101,0.8835528014,0.9228694714,0.9999133057,0.7913968548,31,9
1,0.8970702619,0.9107659911,0.9999359636,0.8133521392,46,9
101,0.8967331118,0.9259576901,0.9999314629,0.8127979925,46,9
1,0.920022309,0.911985847,0.9999550996,0.8518901054,57,9
101,0.9040680732,0.8898577329,0.9999517226,0.8249308658,57,9
1,0.8955894525,0.9293251534,0.9999162569,0.8109207709,59,9
101,0.8802448667,0.9210034694,0.9999095053,0.7861047836,59,9
1,0.8963393774,0.8752783964,0.9999508772,0.8121512709,64,9
101,0.8804034582,0.8687203791,0.9999377896,0.7863577864,64,9
1,0.8964623817,0.9205894392,0.9999083647,0.8123532599,67,9
101,0.9116206153,0.9164696612,0.9999327145,0.8375945265,67,9
1,0.8921465969,0.9040747029,0.9999186423,0.8052930057,70,9
101,0.9082884822,0.9379724322,0.9999193485,0.8319858016,70,9
1,0.8495399154,0.8921389397,0.9998878303,0.738434933,77,9
101,0.8547749586,0.8844327177,0.9999013419,0.7463816522,77,9
1,0.897062715,0.9105560032,0.9999373717,0.8133397313,79,9
101,0.9194499018,0.9076803724,0.9999636889,0.8509090909,79,9
1,0.7733257012,0.8128760529,0.9998646179,0.6304246384,03,10
101,0.8390607102,0.8782973621,0.9998989558,0.7227429699,03,10
1,0.8536115206,0.9074252652,0.9998723432,0.7446092977,09,10
101,0.8186068256,0.9131681877,0.999828438,0.6929165018,09,10
1,0.911790393,0.9160190524,0.9999476436,0.8378812199,11,10
101,0.9144728225,0.9218378664,0.9999497562,0.8424227799,11,10
1,0,0,0.999625449,0,76,9
101,0,0,0.9996192012,0,76,9
1,0.9042774566,0.9415021666,0.9999176634,0.8252795949,13,10
101,0.9039806996,0.9575773064,0.9999113328,0.8247853841,13,10
1,0.8841881352,0.8971223022,0.9999224486,0.7924168608,14,10
101,0.88264992,0.9023162135,0.9999204804,0.7899493057,14,10
1,0.9126664224,0.957457714,0.999922733,0.8393619411,15,10
101,0.9081067472,0.9484617407,0.9999248452,0.8316808854,15,10
1,0.8926576622,0.9399059025,0.9998907729,0.8061261922,22,10
101,0.8726968174,0.8928877464,0.9998992184,0.7741456166,22,10
1,0.9110164865,0.9575395915,0.9999113273,0.8365750952,23,10
101,0.9201918884,0.9541035496,0.9999255424,0.852180937,23,10
1,0.8232634091,0.8676198041,0.9998723499,0.6996157131,28,10
101,0.8408690546,0.9413620826,0.9998406831,0.7254305978,28,10
1,0.9020154646,0.9470322065,0.9999192161,0.8215192796,31,10
101,0.8814735718,0.9559930515,0.9998964209,0.7880668258,31,10
1,0.8892433911,0.9224586288,0.9999093584,0.8005744768,40,10
101,0.890524379,0.8956743003,0.9999294844,0.8026533997,40,10
1,0.9055902271,0.9430309735,0.9999289285,0.8274690609,46,10
101,0.8718168813,0.9335171569,0.9999044452,0.7727618565,46,10
1,0.9191303348,0.94,0.9999369448,0.8503618561,57,10
101,0.9178049365,0.9284848485,0.9999449684,0.8480956599,57,10
1,0.8943858373,0.9542043984,0.999902326,0.808949331,59,10
101,0.8806935818,0.9364336819,0.9999027514,0.7868208092,59,10
1,0.921418637,0.9140032191,0.999957212,0.8542875564,64,10
101,0.9143416544,0.9192913386,0.999947643,0.8422001803,64,10
1,0.8821208135,0.9207858048,0.9998888014,0.7891020999,67,10
101,0.9192387339,0.9301536619,0.999933982,0.8505474453,67,10
1,0.9007372583,0.9323158593,0.9999123105,0.8194012442,70,10
101,0.9080272993,0.9441315612,0.9999154081,0.831547619,70,10
1,0.8607788241,0.9278463649,0.9998830482,0.7555853441,77,10
101,0.8187284124,0.8501594049,0.99987995,0.6930907516,77,10
1,0.896156991,0.9386240365,0.9999230188,0.8118518519,79,10
101,0.9165530406,0.9425126192,0.999942721,0.8459602316,79,10
1,0.7964429623,0.8112086046,0.9998876943,0.6617409374,03,11
101,0.8229891456,0.8357829282,0.9999027527,0.6992196737,03,11
1,0.8867412314,0.8997355663,0.9999172367,0.7965275068,09,11
101,0.8760402979,0.9068238495,0.9998985183,0.7794232268,09,11
1,0,0,0.9996254521,0,76,10
101,0,0,0.999619203,0,76,10
1,0.9194689167,0.9186709645,0.9999548212,0.8509416628,11,11
101,0.9141025641,0.9020748988,0.9999601699,0.8417945691,11,11
1,0.9142531357,0.9379971923,0.9999314554,0.8420499895,13,11
101,0.9252819549,0.9523579202,0.9999382125,0.8609532138,13,11
1,0.8932769158,0.9013282732,0.9999307522,0.8071367884,14,11
101,0.8790105315,0.8934528255,0.9999211836,0.7841380817,14,11
1,0.9230585709,0.9441190825,0.99994145,0.8571112096,15,11
101,0.9251915825,0.9321078431,0.9999524282,0.8607967406,15,11
1,0.8906619385,0.9076490665,0.9999085043,0.8028769313,22,11
101,0.8342616921,0.8570503131,0.9998712085,0.7156509196,22,11
1,0.9114249037,0.9370875495,0.9999237113,0.8372641509,23,11
101,0.9214893617,0.9311975919,0.9999411639,0.8544091537,23,11
1,0.8650078134,0.8701330109,0.9999175229,0.7621266681,28,11
101,0.8559236384,0.9088957787,0.9998731869,0.7481350609,28,11
1,0.9050750713,0.9286987522,0.9999317402,0.8266092475,31,11
101,0.8943652933,0.9283240075,0.999922031,0.8089157186,31,11
1,0.8995769316,0.9107303877,0.9999287796,0.8174828005,40,11
101,0.8884105585,0.8803322856,0.99993638,0.7992254382,40,11
1,0.9059806738,0.9267966871,0.9999372308,0.82812127,46,11
101,0.8935704514,0.9112723214,0.9999352619,0.8076162216,46,11
1,0.9263539542,0.9326945015,0.9999500335,0.8628113128,57,11
101,0.9153900542,0.9106682298,0.9999525678,0.8439808779,57,11
1,0.9005763689,0.9503294475,0.9999110509,0.8191349934,59,11
101,0.8848469322,0.9302450848,0.999909928,0.7934757638,59,11
1,0.9120258273,0.9000910332,0.9999543967,0.8382789318,64,11
101,0.8707149853,0.875862069,0.9999223091,0.7710320902,64,11
1,0.8952682637,0.9129820311,0.9999117422,0.8103942652,67,11
101,0.8757193337,0.9082722513,0.9998883784,0.7789152299,67,11
1,0.8956594324,0.9043404973,0.9999231461,0.8110355253,70,11
101,0.9150772509,0.9349009362,0.999929904,0.8434492241,70,11
1,0.8500441418,0.9068891281,0.9998813582,0.7391971924,77,11
101,0.8238244514,0.8375828659,0.9998919104,0.7004264392,77,11
1,0.9132762313,0.9381358262,0.9999404687,0.8403940887,79,11
101,0.9229525862,0.9370897155,0.9999518681,0.8569284642,79,11
1,0.7990880593,0.8360166965,0.9998789718,0.6654010441,03,12
101,0.837860781,0.8657894737,0.9999033173,0.7209642075,03,12
1,0,0,0.9996254476,0,76,11
101,0,0,0.9996192003,0,76,11
1,0.8763845813,0.9079641955,0.9998993635,0.7799684543,09,12
101,0.8461189287,0.9112686385,0.9998602402,0.7332808812,09,12
1,0.9111969112,0.913814639,0.9999482065,0.8368794326,11,12
