hemisphere,kappa,se,sn,jaccard,subject,num_atlases
101,0.8956013363,0.9303065356,0.9999283672,0.8109402571,46,20
1,0.931304644,0.9397341888,0.9999518633,0.871440714,57,20
101,0.9242153002,0.9312169312,0.9999508795,0.8591080541,57,20
1,0.6917842742,0.6425561798,0.999870652,0.5287998459,03,1
101,0.8350542075,0.7890243902,0.9999418722,0.7168180811,03,1
1,0.8566925825,0.8411388488,0.9999163885,0.7493107885,09,1
101,0.8574698294,0.842567982,0.9999155435,0.7505008195,09,1
1,0.9031561262,0.9524171096,0.9999128805,0.8234135667,59,20
101,0.8781555899,0.9288828338,0.9999035954,0.7827784156,59,20
1,0.8967207375,0.8955710956,0.9999384927,0.8127776602,64,20
101,0.9053789731,0.9093811395,0.9999429984,0.8271163726,64,20
1,0.8318854191,0.8809050224,0.9998658713,0.712160804,13,1
101,0.8859957776,0.9103398409,0.9999155523,0.7953253316,13,1
1,0.8679466167,0.8208591674,0.9999550996,0.7667011375,11,1
101,0.8558312655,0.8188509022,0.9999438418,0.7479939276,11,1
1,0.9013775205,0.9272951325,0.9999107579,0.8204615664,67,20
101,0.898912933,0.9386802461,0.9999006253,0.8163867872,67,20
1,0.9024286323,0.930989011,0.999915266,0.8222049689,70,20
101,0.9108846487,0.9478790614,0.9999168157,0.8363527772,70,20
1,0.8335986286,0.8784516129,0.9998750222,0.7146756246,14,1
101,0.8035943517,0.8596539412,0.9998565899,0.6716738197,14,1
1,0.8551690704,0.8895612708,0.9998934579,0.7469828499,15,1
101,0.8477125016,0.8974635726,0.999885299,0.7356779474,15,1
1,0.795909936,0.8541343383,0.9998144871,0.6610053182,22,1
101,0.7535590003,0.7769080235,0.9998154701,0.6045685279,22,1
1,0.8767931631,0.8571712751,0.9999306036,0.780615942,23,1
101,0.8957922078,0.8841263331,0.9999383469,0.8112532932,23,1
1,0.7871426819,0.8086715402,0.9998626352,0.6489985839,28,1
101,0.7020972355,0.8005434783,0.9997514586,0.5409474844,28,1
1,0.8347117954,0.880064395,0.9998800914,0.7163136056,31,1
101,0.7719394773,0.8681930693,0.9998266231,0.6285842294,31,1
1,0.8288843258,0.8609004739,0.9998714974,0.707773232,40,1
101,0.8660995222,0.8830798479,0.999907529,0.7638232271,40,1
1,0.8635872501,0.9163083978,0.9998989536,0.7599239363,46,1
101,0.8129517202,0.880952381,0.9998713753,0.6848514369,46,1
1,0.8392000936,0.8734177215,0.9998796627,0.7229498287,57,1
101,0.8442367601,0.8540606061,0.9999017595,0.730458221,57,1
1,0.8609321713,0.9200863931,0.9998867064,0.75582169,77,20
101,0.8284237726,0.8695416328,0.9998807957,0.7071018968,77,20
1,0.8494548829,0.8636792453,0.9998986614,0.7383064516,59,1
101,0.7933863436,0.8208409506,0.9998661564,0.6575313808,59,1
1,0.9069642377,0.9361643075,0.9999349803,0.8297662977,79,20
101,0.9278211689,0.9417714598,0.9999545421,0.8653604622,79,20
1,0.8798054655,0.8719302272,0.9999324399,0.7854041761,64,1
101,0.884857109,0.8626589595,0.9999469374,0.793492131,64,1
1,0.892609471,0.9110212336,0.9999093493,0.8060475935,67,1
101,0.8810416256,0.8917731629,0.9999065332,0.7873765867,67,1
1,0.7727430757,0.8794513321,0.9997883284,0.6296506138,70,1
101,0.8763374486,0.8642451299,0.9999249741,0.7798937923,70,1
1,0.7656113127,0.8096876654,0.9998375874,0.6202351987,77,1
101,0.8138049619,0.8102225483,0.9998958487,0.6860633672,77,1
1,0.8519855596,0.8743139407,0.9999086622,0.7421383648,79,1
101,0.8533689126,0.8580627851,0.9999197794,0.7442401676,79,1
1,0,0,0.9996254457,0,76,1
101,0,0,0.9996192485,0,76,1
1,0,0,0.99962545,0,76,20
101,0,0,0.9996192032,0,76,20
1,0.8482500668,0.9176300578,0.9998802366,0.7364880538,11,2
101,0.7684594348,0.9250182882,0.9998143927,0.6239822354,11,2
1,0.7929348683,0.9391109451,0.9998381754,0.6569114189,03,2
101,0.7616004868,0.8557264957,0.9998388734,0.614987715,03,2
1,0.7839160005,0.8854447439,0.9998049378,0.6446232339,09,2
101,0.6484650555,0.8459441036,0.9996849232,0.4797989561,09,2
1,0.8244887718,0.9456115108,0.9998297133,0.7013874066,13,2
101,0.8734301896,0.947129506,0.9998831873,0.7753005464,13,2
1,0.8505141711,0.9209668658,0.999873196,0.739908357,14,2
101,0.8035572073,0.894239291,0.9998420998,0.6716219215,14,2
1,0.8205912334,0.9037328094,0.9998501177,0.6957649092,15,2
101,0.8707096774,0.9348850097,0.9998920559,0.771023766,15,2
1,0.7744690415,0.9243562232,0.9997572272,0.631945718,22,2
101,0.8103163232,0.8775364049,0.9998299776,0.6811191403,22,2
1,0.8690556682,0.9469548134,0.9998668555,0.7684336389,23,2
101,0.7702233251,0.9374811235,0.9997684998,0.6263115416,23,2
1,0.8162455351,0.9140740741,0.9998453368,0.6895395619,28,2
101,0.8220461095,0.9466261062,0.9998185918,0.6978593272,28,2
1,0.8687396155,0.9432989691,0.9998753036,0.767939572,40,2
101,0.8728295427,0.9379763469,0.9998868455,0.7743545238,40,2
1,0.8684036503,0.9574219889,0.9998805186,0.7674146798,31,2
101,0.8194542627,0.9548599671,0.9998395745,0.6941317365,31,2
1,0.7545586107,0.8704507513,0.9998159339,0.6058563793,46,2
101,0.7859404687,0.9583011583,0.9998249501,0.6473656755,46,2
1,0.86279238,0.9291093223,0.9998782597,0.7586938083,57,2
101,0.8742074563,0.9405184175,0.9998910699,0.7765262446,57,2
1,0.8155212961,0.9538508557,0.999822541,0.6885065078,59,2
101,0.8120111732,0.9481409002,0.9998329597,0.683517517,59,2
1,0.86849642,0.8873445501,0.999909923,0.7675595866,64,2
101,0.8474576271,0.9044462856,0.9998827671,0.7352941176,64,2
1,0.8554584693,0.9340229885,0.9998471453,0.7474245769,67,2
101,0.8074438971,0.9208489388,0.9997970481,0.6770699468,67,2
1,0.8154056518,0.9085830371,0.9998226651,0.6883416699,70,2
101,0.8151916706,0.9412568306,0.9998104279,0.6880367486,70,2
1,0.8356144648,0.9336767547,0.9998684216,0.7176441475,79,2
101,0.8394702372,0.9294231389,0.9998755987,0.7233508904,79,2
1,0.774657629,0.9283819629,0.9998011573,0.6321968842,77,2
101,0.7408347434,0.8644290885,0.9997993273,0.5883538634,77,2
1,0.8096118299,0.8450578807,0.999885023,0.6801242236,03,3
101,0.8190501816,0.8042272127,0.9999149937,0.693552062,03,3
1,0.8148480431,0.8556288271,0.9998539035,0.6875473126,09,3
101,0.8417798388,0.8791512915,0.9998720583,0.7267874166,09,3
1,0.9031784841,0.8892633606,0.9999532722,0.8234507356,11,3
101,0.9013089005,0.907964135,0.9999430007,0.8203478675,11,3
1,0,0,0.9996254581,0,76,2
101,0,0,0.9996192283,0,76,2
1,0.895674878,0.9146765592,0.9999224471,0.8110608553,13,3
101,0.9109972041,0.9294033753,0.999934271,0.836542576,13,3
1,0.8554245283,0.8660458453,0.9999064033,0.7473727591,14,3
101,0.8773469885,0.8877374784,0.9999224499,0.7814943527,14,3
1,0.8998077847,0.9272097054,0.9999239982,0.8178641625,15,3
101,0.9105172836,0.9245705751,0.9999399025,0.8357335734,15,3
1,0.8674314214,0.8957560775,0.9998841544,0.7658974811,22,3
101,0.7270066419,0.807451863,0.99976707,0.5711001061,22,3
1,0.9139615506,0.9221963112,0.9999363776,0.8415554266,23,3
101,0.9042485732,0.9077021006,0.9999337033,0.8252314815,23,3
1,0.8401486989,0.8430806258,0.9999041518,0.7243589744,28,3
101,0.8432174506,0.9073349633,0.9998591142,0.7289334119,28,3
1,0.8789840637,0.9051282051,0.9999152738,0.7840959574,31,3
101,0.876825643,0.9170045958,0.9999090837,0.7806674338,31,3
1,0.8399909215,0.8675574308,0.9998810675,0.7241244375,40,3
101,0.8656414861,0.8500881834,0.9999272303,0.7631110232,40,3
1,0.9000658328,0.9288043478,0.9999300538,0.8182906392,46,3
101,0.8444631107,0.8826455956,0.9999000805,0.7307971892,46,3
1,0.8946043559,0.8706859821,0.9999498905,0.8093069307,57,3
101,0.8992319156,0.8711683696,0.9999579148,0.8169131431,57,3
1,0.8586904189,0.9085583291,0.9998852955,0.7523729171,59,3
101,0.8547536344,0.9029627616,0.9998913511,0.746349135,59,3
1,0.8821677535,0.8500541712,0.9999498911,0.7891772279,64,3
101,0.8946938776,0.8587418849,0.9999617153,0.8094534712,64,3
1,0.8957008636,0.8758351893,0.9999394686,0.811103472,67,3
101,0.8784992785,0.8672364672,0.9999206067,0.7833247555,67,3
1,0.876663523,0.8890541977,0.999907804,0.7804104478,70,3
101,0.8887702818,0.9097465035,0.9999114653,0.799807877,70,3
1,0.8304138106,0.8924965894,0.9998674261,0.7100065118,77,3
101,0.8359561878,0.853470437,0.9998968368,0.7181483885,77,3
1,0.8735754042,0.8881703045,0.9999241425,0.7755294118,79,3
101,0.8815946844,0.8828852808,0.999936527,0.7882604563,79,3
1,0.7953199052,0.8694948187,0.9998622301,0.6601917876,03,4
101,0.8070075488,0.839905129,0.9998853044,0.6764565425,03,4
1,0,0,0.9996254434,0,76,3
101,0,0,0.9996191969,0,76,3
1,0.901285347,0.9339371337,0.999926816,0.8203088442,11,4
101,0.9056702378,0.9106673673,0.9999462376,0.8276026743,11,4
1,0.8604202158,0.916303822,0.9998757214,0.7550328882,09,4
101,0.8128620404,0.9197431782,0.9998194331,0.6847241585,09,4
1,0.8875986995,0.9285714286,0.9999051375,0.7979123173,13,4
101,0.895456766,0.9619522435,0.9998999342,0.8107032287,13,4
1,0.8503038571,0.9090426942,0.9998784018,0.7395900755,14,4
101,0.8571058427,0.9266106443,0.9998816421,0.7499433235,14,4
1,0.870495634,0.9201768071,0.9998950078,0.7706881533,15,4
101,0.876,0.9080072558,0.9999103483,0.7793594306,15,4
1,0.8714538086,0.9418238994,0.9998623444,0.7721915285,22,4
101,0.7875055979,0.8688241107,0.9998076027,0.6494921514,22,4
1,0.8837837838,0.9622363904,0.9998764261,0.7917675545,23,4
101,0.9035454746,0.9469189938,0.9999090756,0.8240610564,23,4
1,0.8525357607,0.9349686252,0.9998724955,0.7429737081,28,4
101,0.8154425612,0.9154334038,0.9998243578,0.6883942766,28,4
1,0.8696787673,0.9444129325,0.9998871315,0.7694085028,31,4
101,0.8576078112,0.9478417266,0.9998767204,0.7507122507,31,4
1,0.7952651286,0.8818644522,0.9998235146,0.6601163024,40,4
101,0.8403924384,0.8813048934,0.9998788203,0.7247214197,40,4
1,0.8909361875,0.94864397,0.9999117606,0.8033227462,46,4
101,0.8673835125,0.9310557094,0.9999013494,0.7658227848,46,4
1,0.9011349011,0.9383528265,0.9999166788,0.8200596252,57,4
101,0.9046274702,0.9386143658,0.9999245624,0.8258628418,57,4
1,0.8603670635,0.9421510049,0.9998715072,0.7549510337,59,4
101,0.8499143497,0.9227467811,0.9998777028,0.7390009166,59,4
1,0.8721986675,0.9054325956,0.9999044357,0.7733619764,64,4
101,0.8854696612,0.9030625158,0.9999239992,0.7944778446,64,4
1,0.8378117975,0.9334446565,0.9998260367,0.7208916728,67,4
101,0.8324657389,0.9147793603,0.9998294124,0.7130118289,67,4
1,0.862472885,0.9073482428,0.9998786728,0.7581998474,70,4
101,0.8827902908,0.9271933854,0.9998937336,0.7901742024,70,4
1,0.8230590663,0.901157865,0.9998561697,0.6993206224,77,4
101,0.7542238648,0.8109565711,0.9998316824,0.6054248782,77,4
1,0.8675683291,0.9436101747,0.9998936091,0.7661109729,79,4
101,0.8909847434,0.9331783847,0.9999217529,0.8034017009,79,4
1,0.6924870466,0.6590236686,0.9998605224,0.5296215574,03,5
101,0.702661597,0.6534653465,0.9998767047,0.5416178195,03,5
1,0.854763491,0.8878892734,0.9998843036,0.7463641652,09,5
101,0.8796479648,0.9150835431,0.9998982374,0.7851531815,09,5
1,0,0,0.9996254578,0,76,4
101,0,0,0.9996192043,0,76,4
1,0.9097265576,0.9146372081,0.9999460955,0.8344021988,11,5
101,0.9053117783,0.8940699442,0.9999549625,0.8270042194,11,5
1,0.9096945551,0.9052863436,0.999945669,0.8343483557,13,5
101,0.9211225315,0.9313404951,0.9999452487,0.8537786341,13,5
1,0.8785681921,0.8549382716,0.9999417279,0.7834343434,14,5
101,0.8824812212,0.8872107186,0.9999286421,0.789679098,14,5
1,0.8853764479,0.9165625781,0.9999133021,0.7943277766,15,5
101,0.9093349603,0.9190922546,0.9999415911,0.8337435668,15,5
1,0.8747092729,0.9167019924,0.9998809192,0.7773184759,22,5
101,0.8300555793,0.8682915921,0.9998591067,0.7094829161,22,5
1,0.9110259685,0.9316499782,0.9999265259,0.8365910868,23,5
101,0.9142370717,0.9240696924,0.9999362375,0.8420227362,23,5
1,0.8464255267,0.8629252545,0.9999002127,0.7337415541,28,5
101,0.8295636281,0.8983176645,0.9998478557,0.7087643959,28,5
1,0.9050718408,0.9187235103,0.9999370877,0.8266038582,31,5
101,0.8772656655,0.919153554,0.9999085209,0.7813653137,31,5
1,0.9078123283,0.9069154775,0.999941587,0.8311871227,40,5
101,0.9005821764,0.8822110112,0.9999505952,0.8191446029,40,5
1,0.8863983698,0.8839217678,0.9999387772,0.7959743824,46,5
101,0.8923870267,0.9025528411,0.9999383576,0.8056848812,46,5
1,0.9060137651,0.9083710407,0.9999397583,0.8281765677,57,5
101,0.8985644798,0.8999524715,0.9999389156,0.8158121499,57,5
1,0.9012996136,0.9254628516,0.9999249822,0.8203324808,59,5
101,0.8746169561,0.9162653826,0.9999058462,0.7771726798,59,5
1,0.8307984791,0.8450568044,0.9998897959,0.7105691057,64,5
101,0.8468307614,0.8893651219,0.9998890985,0.7343508073,64,5
1,0.8710427835,0.9088222879,0.9998813411,0.7715463179,67,5
101,0.8869339198,0.9103221835,0.9999023122,0.7968385127,67,5
1,0.8728867965,0.9048358474,0.9998931682,0.7744446554,70,5
101,0.8972144245,0.9295302013,0.9999103406,0.8135891913,70,5
1,0.8426294821,0.8860958366,0.9998833268,0.7280550775,77,5
101,0.7710752145,0.7892017567,0.9998595408,0.6274388992,77,5
1,0.8974735998,0.9207350521,0.9999327281,0.8140155189,79,5
101,0.9080126516,0.9018324607,0.9999545411,0.8315230509,79,5
1,0.803930195,0.8687797147,0.9998701094,0.6721432075,03,6
101,0.8006761516,0.8235294118,0.9998865697,0.6676062955,03,6
1,0.8474729242,0.8957786788,0.9998712164,0.7353171496,09,6
101,0.8484015125,0.9241138293,0.9998565825,0.7367164179,09,6
1,0.9038019903,0.9291710388,0.9999318821,0.8244878957,11,6
101,0.9012692051,0.9274127028,0.9999331504,0.8202821012,11,6
1,0.8940574485,0.936875457,0.9999082341,0.8084121977,13,6
101,0.8994068515,0.9564881565,0.9999068295,0.8172019358,13,6
1,0,0,0.9996254458,0,76,5
101,0,0,0.9996192046,0,76,5
1,0.8476591528,0.9048122686,0.9998775571,0.7355975924,14,6
101,0.8527866752,0.9102844639,0.9998844554,0.7433549252,14,6
1,0.9018835406,0.9544033351,0.9999124597,0.8213004484,15,6
101,0.9143852663,0.9432605905,0.9999342739,0.8422741862,15,6
1,0.8706221673,0.9314525017,0.9998669876,0.7708865378,22,6
101,0.8001311332,0.8579798453,0.9998278645,0.666848816,22,6
1,0.8854201262,0.9451666273,0.9998869795,0.794398093,23,6
101,0.8971409793,0.9349315068,0.999907949,0.8134684148,23,6
1,0.8371977063,0.8749348619,0.9998837487,0.7199828473,28,6
101,0.8032332006,0.9306681577,0.9998053637,0.6711693548,28,6
1,0.8969032751,0.9472409152,0.9999137279,0.813077634,31,6
101,0.8830517423,0.9454494064,0.9999024713,0.7905932404,31,6
1,0.8640552995,0.9071117562,0.9998879663,0.7606490872,40,6
101,0.8791284404,0.8817575339,0.9999239949,0.7843257622,40,6
1,0.8946248004,0.9336295473,0.9999221734,0.8093403948,46,6
101,0.8857749469,0.9371069182,0.9999159841,0.7949695122,46,6
1,0.9096406559,0.9410490857,0.999925123,0.8342576792,57,6
101,0.9097560976,0.9374214627,0.9999308953,0.8344519016,57,6
1,0.8621969322,0.9413830362,0.9998737586,0.757773429,59,6
101,0.8463907861,0.9368514675,0.9998685574,0.7336893429,59,6
1,0.9062940348,0.9107859334,0.9999408859,0.8286450505,64,6
101,0.9153818138,0.9130540082,0.9999524279,0.8439668681,64,6
1,0.8908974904,0.9174332019,0.9999086504,0.8032598274,70,6
101,0.8863860033,0.9310820124,0.9998959856,0.7959544383,70,6
1,0.9096896517,0.9355500821,0.9999168105,0.8343401062,67,6
101,0.9216470118,0.9456521739,0.9999269453,0.8546802595,67,6
1,0.8266802704,0.8933296582,0.9998632047,0.7045652174,77,6
101,0.757583682,0.8058414465,0.9998373101,0.609766365,77,6
1,0.8878874778,0.9320527523,0.9999178119,0.7983791749,79,6
101,0.9034578147,0.9433853264,0.9999293522,0.8239152371,79,6
1,0.7949395245,0.8101445169,0.9998867092,0.6596677434,03,7
101,0.8139534884,0.822147651,0.9999003597,0.6862745098,03,7
1,0.8712936525,0.894475761,0.9999009107,0.7719400662,09,7
101,0.8503060657,0.8958724203,0.9998731856,0.7395934172,09,7
1,0,0,0.9996254528,0,76,6
101,0,0,0.9996192066,0,76,6
1,0.9080273802,0.9099526066,0.999946799,0.8315477547,11,7
101,0.9172431463,0.9044972208,0.999962281,0.8471367724,11,7
1,0.8899721448,0.9305825243,0.9999068264,0.8017565872,13,7
101,0.9094403075,0.9587237275,0.9999168213,0.8339207048,13,7
1,0.8821580691,0.8961538462,0.999920619,0.7891617273,14,7
101,0.8543976349,0.8737717309,0.9999041543,0.7458064516,14,7
1,0.9283162658,0.9477267202,0.9999455315,0.8662222222,15,7
101,0.9155828221,0.9306560239,0.9999422952,0.8443086671,15,7
1,0.8827558821,0.9069767442,0.9998979482,0.7901190688,22,7
101,0.86996337,0.864684466,0.999914276,0.7698541329,22,7
1,0.9009816475,0.9238512035,0.9999183624,0.8198058252,23,7
101,0.9110731082,0.925113957,0.9999314522,0.8366705929,23,7
1,0.8477889079,0.8670664668,0.9998995093,0.735793045,28,7
101,0.841113004,0.9047153677,0.9998579882,0.7257938064,28,7
1,0.8997744926,0.9327272727,0.9999238595,0.8178091551,31,7
101,0.8733816675,0.915084102,0.9999064099,0.7752240864,31,7
1,0.8326484018,0.865448505,0.999873468,0.7132798748,40,7
101,0.8713910761,0.8697038724,0.9999218832,0.7720930233,40,7
1,0.9232867371,0.9325068871,0.9999463741,0.8575047498,57,7
101,0.9059550169,0.8915137615,0.9999529894,0.828078398,57,7
1,0.9050072665,0.9373289546,0.9999310392,0.826496139,46,7
101,0.8859782159,0.9109724979,0.9999278035,0.7952970297,46,7
1,0.8881218757,0.9281094527,0.9999083759,0.7987582959,59,7
101,0.8793346129,0.9234076861,0.9999073946,0.7846540306,59,7
1,0.8945528364,0.8644289451,0.9999559437,0.8092226076,64,7
101,0.9151930711,0.9046373365,0.9999572128,0.8436460413,64,7
1,0.9125783133,0.9058553387,0.9999415815,0.8392129055,67,7
101,0.9150674146,0.9240707613,0.9999322927,0.8434325109,67,7
1,0.9028750653,0.9134757774,0.999926806,0.8229464456,70,7
101,0.9045118422,0.9297202027,0.9999194888,0.8256701233,70,7
1,0.8642335766,0.8864487147,0.9999069686,0.7609254499,77,7
101,0.8343084775,0.841959799,0.9999011985,0.7157197779,77,7
1,0.8902669183,0.9215740999,0.9999249883,0.8022351798,79,7
101,0.9192742572,0.9108910891,0.9999617187,0.8506082725,79,7
1,0.8071541901,0.8559192414,0.9998781289,0.676662636,03,8
101,0.8199509875,0.8647005169,0.9998868538,0.6948448571,03,8
1,0.8338806477,0.8850961538,0.9998608018,0.7150903088,09,8
101,0.8056883087,0.8958009331,0.9998219634,0.6746047238,09,8
1,0,0,0.9996254484,0,76,7
101,0,0,0.9996191987,0,76,7
1,0.9137106918,0.9255861366,0.9999445478,0.8411301528,11,8
101,0.9184251158,0.9095310907,0.9999607331,0.8491553652,11,8
1,0.9125745755,0.9424170616,0.999926952,0.8392065837,13,8
101,0.9209744504,0.9596334819,0.9999293465,0.8535242291,13,8
1,0.8624397479,0.9183995788,0.9998869864,0.758148631,14,8
101,0.8672566372,0.9119914916,0.999898809,0.765625,14,8
1,0.9036964981,0.9433866464,0.9999199178,0.8243123336,15,8
101,0.9278631631,0.9531448943,0.9999439848,0.865433526,15,8
1,0.872371134,0.9342018106,0.9998676915,0.7736332053,22,8
101,0.8612758872,0.8757671958,0.9998949948,0.7563516725,22,8
1,0.9007683864,0.9524141133,0.9999016162,0.8194527661,23,8
101,0.9063084884,0.9497000461,0.9999109053,0.8286692168,23,8
1,0.9070232442,0.9377260982,0.9999292074,0.8298650812,31,8
101,0.8781974818,0.9446820644,0.9998979682,0.7828449905,31,8
1,0.8613775065,0.8993498049,0.9998978226,0.7565084227,28,8
101,0.857240515,0.9254612546,0.9998662927,0.7501495513,28,8
1,0.8798812514,0.9147673314,0.999902462,0.7855249745,40,8
101,0.8711998143,0.8843345112,0.9999128769,0.7717927632,40,8
1,0.9010520708,0.9412910406,0.9999251289,0.819922443,46,8
101,0.8785663082,0.9430594029,0.9999068378,0.7834313475,46,8
1,0.9216950714,0.9436453667,0.9999379301,0.8547629218,57,8
101,0.9148500542,0.9304262616,0.9999404649,0.843063263,57,8
1,0.8659340659,0.931197479,0.9998823418,0.7635658915,59,8
101,0.8477857332,0.9272041763,0.9998737631,0.7357882624,59,8
1,0.8979251133,0.9167275383,0.9999276569,0.8147587102,64,8
101,0.9041666667,0.9104146101,0.9999410282,0.825095057,64,8
1,0.8926565008,0.9232205852,0.9999014684,0.8061242979,67,8
101,0.9181431258,0.9326362357,0.9999307448,0.848673376,67,8
1,0.8933304831,0.9249667995,0.9999072434,0.8072242612,70,8
101,0.8899722992,0.948736121,0.9998907797,0.8017568377,70,8
1,0.8487084871,0.9147010422,0.9998764336,0.7371794872,77,8
101,0.8321714433,0.872732196,0.9998831882,0.7125801459,77,8
1,0.8957055215,0.9385714286,0.9999225967,0.8111111111,79,8
101,0.9155179473,0.9423995504,0.9999417359,0.8441983388,79,8
1,0.7806496199,0.7908148978,0.9998817828,0.6402176377,03,9
101,0.8114980652,0.8182831661,0.9998997966,0.6827906977,03,9
1,0.8772425791,0.8912947415,0.9999103399,0.7813286849,09,9
101,0.866029234,0.899954317,0.9998900737,0.763713898,09,9
1,0.9154756037,0.9083129584,0.9999562283,0.8441263349,11,9
101,0.9241748439,0.9067266817,0.999968755,0.8590381426,11,9
1,0,0,0.9996254522,0,76,8
101,0,0,0.9996192043,0,76,8
1,0.9161540214,0.9390471742,0.9999331443,0.8452806391,13,9
101,0.926000236,0.9577636719,0.9999361017,0.8621978022,13,9
1,0.886593097,0.8935163275,0.9999273742,0.7962884859,14,9
101,0.888398873,0.9033383159,0.9999263911,0.7992065241,14,9
1,0.9092210426,0.929965837,0.9999332868,0.833552056,15,9
101,0.9145728643,0.9285714286,0.9999422951,0.8425925926,15,9
1,0.88032902,0.9145477282,0.9998897857,0.7862390253,22,9
101,0.8641265277,0.866886462,0.9999047054,0.7607594937,22,9
1,0.9083895853,0.9355550651,0.9999207556,0.832155477,23,9
101,0.9246648223,0.9346095935,0.9999431345,0.8598852167,23,9
1,0.8597100755,0.861878453,0.9999161151,0.7539399033,28,9
101,0.8546245677,0.9009644789,0.9998758601,0.7461523476,28,9
1,0.8994800693,0.9206791688,0.9999297697,0.8173228346,31,9
101,0.8847247351,0.9251351351,0.9999134466,0.7932792584,31,9
1,0.8833690866,0.9074460682,0.9999107649,0.7911021234,40,9
101,0.8808337109,0.8727272727,0.9999317352,0.7870445344,40,9
1,0.9088548429,0.9242144177,0.9999415933,0.8329366968,46,9
101,0.8806158153,0.9201520913,0.9999183756,0.7866966742,46,9
1,0.9247191011,0.9232667714,0.9999538332,0.8599791014,57,9
101,0.9184801788,0.9121495327,0.9999553826,0.8492495106,57,9
1,0.9056424846,0.9422792304,0.9999209017,0.8275563258,59,9
101,0.8787027579,0.9205457464,0.9999080981,0.7836483717,59,9
1,0.9080031606,0.8781659389,0.999963826,0.8315071325,64,9
101,0.901765612,0.8785499885,0.9999573528,0.821104877,64,9
1,0.9145581938,0.9165203823,0.9999366555,0.8425676887,67,9
101,0.9250706421,0.9248003117,0.9999460867,0.8605873822,67,9
1,0.914321321,0.9188060948,0.9999386291,0.8421656782,70,9
101,0.903887689,0.9366606983,0.9999145632,0.8246305419,70,9
1,0.861842919,0.8997933884,0.9998974,0.7572266899,77,9
101,0.8161151806,0.8359637775,0.9998843113,0.689353531,77,9
1,0.8970568651,0.9167120305,0.9999342759,0.8133301135,79,9
101,0.9142326075,0.9147183847,0.99995426,0.8420151626,79,9
1,0.8709462461,0.9049157628,0.9998944376,0.7713948456,09,10
101,0.8470776621,0.9206862258,0.9998567229,0.7347222222,09,10
1,0.7563073394,0.7964975845,0.9998556114,0.6081143384,03,10
101,0.8098962036,0.8413589365,0.9998874152,0.680525687,03,10
1,0,0,0.9996254485,0,76,9
101,0,0,0.9996192032,0,76,9
1,0.9136426855,0.9304661344,0.999941874,0.8410148976,11,10
101,0.919585465,0.9284768212,0.9999517266,0.8511413307,11,10
1,0.9016697588,0.9418604651,0.9999144266,0.8209459459,13,10
101,0.9146370871,0.9683431197,0.9999178069,0.8427016219,13,10
1,0.8857552581,0.9092247301,0.9999175236,0.7949377949,14,10
101,0.8836223026,0.9157187177,0.9999145704,0.7915083799,14,10
1,0.9238406587,0.9599899346,0.9999338509,0.8584608461,15,10
101,0.9139636819,0.9492715921,0.9999307558,0.8415590406,15,10
1,0.8882844767,0.927039529,0.9998927422,0.7990213846,22,10
101,0.8324198988,0.8577324066,0.9998683939,0.7129445748,22,10
1,0.8641165756,0.8783016539,0.9999118941,0.7607440667,28,10
101,0.8427108503,0.9203317416,0.99985222,0.7281765759,28,10
1,0.9130672499,0.9613170619,0.9999117497,0.8400402414,23,10
101,0.9189953246,0.9500899281,0.9999263866,0.8501307584,23,10
1,0.9114954222,0.9603429796,0.9999228756,0.8373831776,31,10
101,0.8808769149,0.9436898698,0.999901064,0.7871135237,31,10
1,0.879852975,0.9206730769,0.9998992256,0.7854799016,40,10
101,0.8772135569,0.9003370246,0.9999109076,0.7812826405,40,10
1,0.9033031433,0.9437795714,0.9999262548,0.8236580034,46,10
101,0.8772429507,0.9344660194,0.9999090889,0.7813292745,46,10
1,0.9134799774,0.9156490276,0.9999445439,0.8407392027,57,10
101,0.9223898612,0.9402066929,0.9999437022,0.8559587814,57,10
1,0.8877538611,0.9502733663,0.9998969783,0.7981631314,59,10
101,0.8830797243,0.9443671766,0.9999016261,0.7906380997,59,10
1,0.9116649117,0.9128397376,0.9999460933,0.8376693184,64,10
101,0.9021936735,0.8983828144,0.999945672,0.8218149702,64,10
1,0.9088034779,0.9249798874,0.9999225806,0.8328504165,67,10
101,0.9193387771,0.9397394137,0.9999276487,0.8507187615,67,10
1,0.8862508094,0.9272809395,0.9998969697,0.7957364341,70,10
101,0.8972127355,0.9502917153,0.9998986608,0.8135864136,70,10
1,0.8593928617,0.9243169399,0.9998831887,0.7534521158,77,10
101,0.8393795667,0.8735325507,0.9998903649,0.723216258,77,10
1,0.8955670383,0.9357772094,0.9999237223,0.8108840187,79,10
101,0.9172666757,0.9396047871,0.9999448318,0.8471769134,79,10
1,0.805319751,0.8360752056,0.9998848817,0.6740881099,03,11
101,0.8098677934,0.8053673082,0.999904721,0.6804855703,03,11
1,0.9137093762,0.9161048689,0.9999497546,0.841127923,11,11
101,0.9239088451,0.9155396785,0.9999634072,0.8585786073,11,11
1,0.8689777384,0.9001835704,0.9998947188,0.7683117901,09,11
101,0.8451114347,0.8966254753,0.9998665715,0.731768813,09,11
1,0,0,0.999625452,0,76,10
101,0,0,0.9996192045,0,76,10
1,0.8936659386,0.8820058997,0.9999429957,0.8077722361,14,11
101,0.89219241,0.8947878788,0.9999355385,0.8053676631,14,11
