label,k,se,sp,j,atlas,template
1,0.8384345208,0.8215339233,0.9999741655,0.7218142549,002_S_0413,057_S_1217
101,0.7140988752,0.7087227414,0.9999510897,0.5553295362,002_S_0413,057_S_1217
1,0.8581278176,0.7954768928,0.9999890594,0.7515095216,002_S_0413,021_S_0753
101,0.7040138608,0.6329179647,0.9999707641,0.5432263815,002_S_0413,021_S_0753
1,0.8648922687,0.8387413963,0.9999811528,0.7619472979,002_S_0413,021_S_1109
101,0.8265254665,0.8509865005,0.9999631334,0.7043403524,002_S_0413,021_S_1109
1,0.7636767565,0.6760078663,0.999982348,0.6176999102,002_S_0413,021_S_0642
101,0.780733688,0.7237798546,0.9999769239,0.6403307304,002_S_0413,021_S_0642
1,0.8449141347,0.7861356932,0.9999860255,0.7314730101,002_S_0413,021_S_0343
101,0.7846778874,0.701973001,0.9999845546,0.6456542502,002_S_0413,021_S_0343
1,0.8397515528,0.8308751229,0.9999723268,0.7237687366,002_S_0413,021_S_0337
101,0.7543993879,0.7679127726,0.9999525607,0.6056511057,002_S_0413,021_S_0337
1,0.8916913947,0.8864306785,0.9999809689,0.8045515395,002_S_0413,021_S_0159
101,0.8331688055,0.8764278297,0.9999597317,0.7140439932,002_S_0413,021_S_0159
1,0.6530359356,0.5181907571,0.9999871287,0.4848206072,002_S_0413,016_S_0991
101,0.7068864038,0.6235721703,0.9999750852,0.5466545289,002_S_0413,016_S_0991
1,0.8486590038,0.8711897738,0.9999659831,0.7371048253,002_S_0413,020_S_0213
101,0.8167464115,0.8862928349,0.9999497106,0.6902547513,002_S_0413,020_S_0213
1,0.8354037267,0.7935103245,0.9999801415,0.7173333333,002_S_0413,014_S_1095
101,0.8447040085,0.8260643821,0.9999770158,0.7311580882,002_S_0413,014_S_1095
1,0.8473503823,0.7900688299,0.9999860255,0.7351326624,002_S_0413,013_S_1205
101,0.8013415893,0.8063343718,0.9999635011,0.6685320706,002_S_0413,013_S_1205
1,0.8648248643,0.8618485742,0.9999754527,0.7618426771,002_S_0413,014_S_0328
101,0.8553490708,0.8842159917,0.9999675463,0.7472575691,002_S_0413,014_S_0328
1,0.6144219309,0.5068829892,0.9999732462,0.4434408602,002_S_0413,011_S_0241
101,0.5813244666,0.5446521288,0.9999417121,0.409765625,002_S_0413,011_S_0241
1,0.3060434653,0.2527040315,0.9999254386,0.1806678383,002_S_0413,011_S_0183
101,0.5699566161,0.5456905504,0.999934633,0.3985589685,002_S_0413,011_S_0183
1,0.2718694211,0.2620452311,0.9998755165,0.1573199528,002_S_0413,011_S_0168
101,0.733388023,0.6962616822,0.9999641447,0.579015544,002_S_0413,011_S_0168
1,0.848767834,0.8043264503,0.9999829915,0.7372690401,002_S_0413,011_S_0053
101,0.7857711707,0.7684319834,0.9999668109,0.647135986,002_S_0413,011_S_0053
1,0.6625864822,0.6120943953,0.9999559619,0.4954237963,002_S_0413,011_S_0022
101,0.6615587847,0.6500519211,0.9999441944,0.4942755626,002_S_0413,011_S_0022
1,0.3337547408,0.3244837758,0.9998840667,0.2003034901,002_S_0413,011_S_0016
101,0.5920595533,0.6194184839,0.9999162457,0.4205146281,002_S_0413,011_S_0016
1,0.8465690054,0.8097345133,0.9999806931,0.7339572193,002_S_0413,011_S_0010
101,0.8153805636,0.8037383178,0.9999703044,0.6883059137,002_S_0413,011_S_0010
1,0.8054120541,0.8048180924,0.9999637766,0.6742174629,002_S_0413,011_S_0005
101,0.768115942,0.7705088266,0.9999582607,0.6235294118,002_S_0413,011_S_0005
1,0.7381575124,0.6243854474,0.9999874045,0.5849838784,002_S_0413,011_S_0003
101,0.7466036621,0.6562824507,0.9999819804,0.5956644675,002_S_0413,011_S_0003
1,0.8640632724,0.8593903638,0.9999757285,0.7606614447,002_S_0413,009_S_1030
101,0.7570117955,0.7497403946,0.9999590882,0.6090257275,002_S_0413,009_S_1030
1,0.8508816121,0.8303834808,0.9999772914,0.7404647085,002_S_0413,009_S_0751
101,0.603156708,0.5555555556,0.9999492509,0.4317998386,002_S_0413,009_S_0751
1,0.8211363105,0.8633235005,0.9999552264,0.6965489885,002_S_0413,007_S_1222
101,0.7776674938,0.8136033229,0.99995063,0.6362159968,002_S_0413,007_S_1222
1,0.8612204724,0.860373648,0.9999742575,0.7562662057,002_S_0413,007_S_1339
101,0.7878619154,0.7346832814,0.9999769239,0.6499770326,002_S_0413,007_S_1339
1,0.8688279302,0.8564405113,0.9999784866,0.7680776014,002_S_0413,007_S_1206
101,0.7770764958,0.7990654206,0.9999543994,0.6354252684,002_S_0413,007_S_1206
1,0.8347129506,0.7684365782,0.9999863932,0.7163153071,002_S_0413,007_S_0698
101,0.6179807972,0.5514018692,0.9999587204,0.4471578947,002_S_0413,007_S_0698
1,0.840981857,0.7748279253,0.9999873126,0.7255985267,002_S_0413,007_S_0316
101,0.841938883,0.8296988577,0.9999749932,0.7270245678,002_S_0413,007_S_0316
1,0.8715668323,0.8190757129,0.9999886917,0.7723690311,002_S_0413,007_S_0414
101,0.8264110756,0.805815161,0.9999744416,0.7041742287,002_S_0413,007_S_0414
1,0.878477306,0.8849557522,0.9999757285,0.7832898172,002_S_0413,007_S_0293
101,0.8262448133,0.8271028037,0.9999690173,0.7039328325,002_S_0413,007_S_0293
1,0.8667355372,0.8249754179,0.99998529,0.7648131267,002_S_0413,007_S_0249
101,0.850698174,0.8224299065,0.9999803255,0.7401869159,002_S_0413,007_S_0249
1,0.8403361345,0.8112094395,0.9999776592,0.7246376812,002_S_0413,007_S_0101
101,0.8546497133,0.8899273105,0.9999658915,0.7461906835,002_S_0413,007_S_0101
1,0.8268421053,0.7723697148,0.9999820722,0.7048003589,002_S_0413,007_S_0041
101,0.8351761378,0.8431983385,0.9999688335,0.7169977925,002_S_0413,007_S_0041
1,0.8526764567,0.8849557522,0.9999643282,0.7431874484,002_S_0413,007_S_0068
101,0.8135270302,0.8868120457,0.9999480558,0.6856684063,002_S_0413,007_S_0068
1,0.8654563541,0.8554572271,0.9999772914,0.7628233231,002_S_0413,007_S_0070
101,0.8353720693,0.8509865005,0.9999669947,0.7172866521,002_S_0413,007_S_0070
1,0.8622475401,0.8185840708,0.9999850142,0.7578516158,002_S_0413,006_S_1130
101,0.8458194835,0.8587746625,0.999969569,0.7328311918,002_S_0413,006_S_1130
1,0.8357609242,0.8180924287,0.9999738897,0.7178602243,002_S_0413,006_S_0731
101,0.8017599609,0.8515057113,0.9999517332,0.6691146471,002_S_0413,006_S_0731
1,0.8281890194,0.7453294002,0.9999897949,0.7067599068,002_S_0413,006_S_0675
101,0.7576243981,0.7352024922,0.9999635931,0.6098191214,002_S_0413,006_S_0675
1,0.8803827751,0.9046214356,0.9999718671,0.7863247863,002_S_0413,006_S_0681
101,0.8737424547,0.9018691589,0.9999712238,0.7757927646,002_S_0413,006_S_0681
1,0.8320943348,0.7979351032,0.9999775672,0.7124670764,002_S_0413,005_S_1341
101,0.8210580913,0.8219106957,0.999968098,0.6964364276,002_S_0413,005_S_1341
1,0.835747472,0.7517207473,0.999991174,0.7178403756,002_S_0413,005_S_0814
101,0.7115268558,0.6121495327,0.9999807852,0.5522248244,002_S_0413,005_S_0814
1,0.8356097561,0.8421828909,0.999967546,0.7176372015,002_S_0413,005_S_0602
101,0.8293532338,0.8655244029,0.999960743,0.7084572886,002_S_0413,005_S_0602
1,0.8743083004,0.8156342183,0.9999906224,0.7766853933,002_S_0413,005_S_0610
101,0.8578040627,0.8660436137,0.9999728787,0.7510130572,002_S_0413,005_S_0610
1,0.8802955665,0.8785644051,0.9999780269,0.7861856577,002_S_0413,005_S_0553
101,0.8379746835,0.8592938733,0.9999660754,0.7211328976,002_S_0413,005_S_0553
1,0.5662992126,0.441986234,0.9999777511,0.3949912127,002_S_0413,005_S_0572
101,0.5381795968,0.4574247144,0.9999570656,0.3681571249,002_S_0413,005_S_0572
1,0.8575660331,0.8539823009,0.9999742575,0.7506482282,002_S_0413,005_S_0448
101,0.7624664879,0.738317757,0.9999648802,0.616117851,002_S_0413,005_S_0448
1,0.8698597,0.883972468,0.9999722348,0.7696917808,002_S_0413,003_S_0907
101,0.8300220751,0.8785046729,0.9999578011,0.7094339623,002_S_0413,003_S_0907
1,0.8759268413,0.8711897738,0.999977935,0.7792436236,002_S_0413,005_S_0546
101,0.8375488918,0.8338525441,0.9999721432,0.7205024675,002_S_0413,005_S_0546
1,0.8512585812,0.8230088496,0.999979314,0.7410358566,002_S_0413,005_S_0222
101,0.7207353339,0.6921079958,0.9999595479,0.5633981403,002_S_0413,005_S_0222
1,0.8605433376,0.8176007866,0.9999845545,0.755222525,002_S_0413,005_S_0324
101,0.8543432203,0.8374870197,0.999978211,0.7457235321,002_S_0413,005_S_0324
1,0.8612856452,0.8761061947,0.9999703961,0.7563667233,002_S_0413,003_S_0981
101,0.7939377825,0.7751817238,0.9999685577,0.6582892416,002_S_0413,003_S_0981
1,0.8559085133,0.8279252704,0.9999800495,0.7481119502,002_S_0413,002_S_1155
101,0.8221419976,0.8868120457,0.999952101,0.697997548,002_S_0413,002_S_1155
1,0.8516193824,0.8338249754,0.9999767398,0.7415828596,002_S_0413,002_S_1018
101,0.8188295165,0.8354101765,0.999963685,0.6932356743,002_S_0413,002_S_1018
1,0.8455809335,0.83726647,0.9999732462,0.7324731183,002_S_0413,002_S_0954
101,0.8458015267,0.8629283489,0.9999685577,0.7328042328,002_S_0413,002_S_0954
1,0.6707418727,0.5934119961,0.9999670863,0.5045986622,002_S_0413,002_S_0938
101,0.6599888703,0.6157840083,0.9999556865,0.4925249169,002_S_0413,002_S_0938
1,0.8220732336,0.7836774828,0.9999770156,0.6978984238,002_S_0413,002_S_0729
101,0.747627024,0.6952232606,0.9999708561,0.596968346,002_S_0413,002_S_0729
1,0.8481012658,0.790560472,0.9999862094,0.7362637363,002_S_0413,002_S_0782
101,0.8005714286,0.7274143302,0.999984095,0.6674606956,002_S_0413,002_S_0782
1,0.902117061,0.8903638151,0.9999843706,0.8216878403,002_S_0413,002_S_0685
101,0.8501620544,0.8852544133,0.9999650641,0.7393755421,002_S_0413,002_S_0685
1,0.800219539,0.7168141593,0.9999860255,0.6669716377,002_S_0413,002_S_0619
101,0.6536443149,0.5820353063,0.9999647882,0.4854915548,002_S_0413,002_S_0619
1,0.8678955453,0.8333333333,0.999983727,0.7666214383,002_S_0413,002_S_0295
101,0.8091004184,0.803219107,0.9999677302,0.6794027229,002_S_0413,002_S_0295
1,0.7575549451,0.8537151703,0.9999524715,0.6097291321,002_S_0619,941_S_1202
101,0.7581501137,0.7407407407,0.9999735236,0.6105006105,002_S_0619,941_S_1202
1,0.6741839763,0.8792569659,0.9999134007,0.5085049239,002_S_0619,094_S_1188
101,0.6235065296,0.8311111111,0.9998963928,0.4529672992,002_S_0619,094_S_1188
1,0.7525915688,0.842879257,0.9999528392,0.6033240997,002_S_0619,098_S_0149
101,0.7453874539,0.8977777778,0.999936567,0.5941176471,002_S_0619,098_S_0149
1,0.8114374034,0.8126934985,0.9999773849,0.6827048114,002_S_0619,127_S_0431
101,0.8374760994,0.8111111111,0.9999843716,0.7203947368,002_S_0619,127_S_0431
1,0.8005559416,0.8916408669,0.9999601018,0.6674391657,002_S_0619,116_S_0382
101,0.8277449047,0.9325925926,0.9999601935,0.7061132922,002_S_0619,116_S_0382
1,0.7949158365,0.8955108359,0.9999575277,0.6596351197,002_S_0619,094_S_1293
101,0.7594936709,0.8444444444,0.9999529309,0.612244898,002_S_0619,094_S_1293
1,0.50747782,0.7747678019,0.9998481294,0.340013587,002_S_0619,067_S_0056
101,0.5018888289,0.6888888889,0.9998689052,0.3350144092,002_S_0619,067_S_0056
1,0.7080704085,0.8250773994,0.9999399688,0.5480719794,002_S_0619,067_S_0029
101,0.7100442198,0.8325925926,0.9999363832,0.5504407444,002_S_0619,067_S_0029
1,0.7303974221,0.7894736842,0.999955781,0.5752961083,002_S_0619,057_S_1217
101,0.759765625,0.8644444444,0.9999489778,0.6125984252,002_S_0619,057_S_1217
1,0.7919075145,0.8482972136,0.9999650661,0.6555023923,002_S_0619,021_S_1109
101,0.7095730918,0.8125925926,0.999940704,0.5498746867,002_S_0619,021_S_1109
1,0.7920792079,0.8049535604,0.9999729722,0.6557377049,002_S_0619,021_S_0753
101,0.8033282905,0.7866666667,0.9999786718,0.6713021492,002_S_0619,021_S_0753
1,0.8222543353,0.8808049536,0.9999689272,0.6981595092,002_S_0619,021_S_0343
101,0.783891547,0.7281481481,0.9999839119,0.6445901639,002_S_0619,021_S_0343
1,0.830117291,0.8490712074,0.9999766494,0.7095730918,002_S_0619,021_S_0642
101,0.846469929,0.8392592593,0.9999821652,0.7338082902,002_S_0619,021_S_0642
1,0.7582748245,0.8777089783,0.9999480588,0.6106623586,002_S_0619,021_S_0337
101,0.8072595281,0.8237037037,0.999973064,0.6768107121,002_S_0619,021_S_0337
1,0.6260869565,0.8359133127,0.999900898,0.4556962025,002_S_0619,020_S_0213
101,0.7884244373,0.9081481481,0.9999509084,0.6507430998,002_S_0619,020_S_0213
1,0.7883760684,0.8924148607,0.999955873,0.6506772009,002_S_0619,021_S_0159
101,0.7000906071,0.8585185185,0.9999262707,0.5385687732,002_S_0619,021_S_0159
1,0.7521246459,0.8219814241,0.9999567923,0.6027241771,002_S_0619,014_S_1095
101,0.7935135135,0.8155555556,0.9999702141,0.6577060932,002_S_0619,014_S_1095
1,0.8006496143,0.7631578947,0.9999829927,0.6675693974,002_S_0619,016_S_0991
101,0.8073115004,0.7851851852,0.9999801427,0.6768837803,002_S_0619,016_S_0991
1,0.2092656792,0.2569659443,0.9998575984,0.1168602605,002_S_0619,011_S_0168
101,0.8170121515,0.8466666667,0.9999719608,0.6906344411,002_S_0619,011_S_0168
1,0.7493831512,0.822755418,0.9999556891,0.599210823,002_S_0619,013_S_1205
101,0.6874409821,0.8088888889,0.9999324301,0.5237410072,002_S_0619,013_S_1205
1,0.5188087774,0.5123839009,0.9999450251,0.3502645503,002_S_0619,011_S_0241
101,0.5829042225,0.6288888889,0.9999343607,0.4113372093,002_S_0619,011_S_0241
1,0.7141133896,0.9164086687,0.9999227777,0.5553470919,002_S_0619,014_S_0328
101,0.6532867946,0.8318518519,0.9999112858,0.4850971922,002_S_0619,014_S_0328
1,0.2420512821,0.273993808,0.9998824198,0.1376896149,002_S_0619,011_S_0183
101,0.6249084249,0.6318518519,0.9999515519,0.4544485882,002_S_0619,011_S_0183
1,0.7959109164,0.8436532508,0.9999671805,0.6610066707,002_S_0619,011_S_0053
101,0.8378680581,0.8325925926,0.9999807862,0.720974984,002_S_0619,011_S_0053
