label,k,se,sp,j,atlas,template
101,0.84375,0.8333333333,0.9999809699,0.7297297297,127_S_0431,005_S_0814
1,0.7381668947,0.8776837996,0.9999293032,0.5849956635,127_S_0431,005_S_1341
101,0.7729133858,0.841563786,0.999954953,0.6298767967,127_S_0431,005_S_1341
1,0.7787347787,0.8529603123,0.9999522866,0.6376459144,127_S_0431,005_S_0610
101,0.5702552068,0.6666666667,0.9999099979,0.3988510464,127_S_0431,005_S_0610
1,0.6569459173,0.80611581,0.9999084343,0.4891433083,127_S_0431,005_S_0602
101,0.3392070485,0.3696844993,0.9998914274,0.2042440318,127_S_0431,005_S_0602
1,0.6149641271,0.5855562785,0.9999549526,0.4440059201,127_S_0431,005_S_0572
101,0.8008088979,0.8148148148,0.9999704896,0.6677908938,127_S_0431,005_S_0572
1,0.7076923077,0.7482108003,0.9999482415,0.5476190476,127_S_0431,005_S_0553
101,0.6789258611,0.7976680384,0.9999259941,0.5139195758,127_S_0431,005_S_0553
1,0.7551820728,0.8770331815,0.9999370256,0.6066606661,127_S_0431,005_S_0546
101,0.2143774069,0.2290809328,0.9998782811,0.1200575126,127_S_0431,005_S_0546
1,0.7612477504,0.8256343526,0.9999514592,0.614527845,127_S_0431,005_S_0448
101,0.8502479339,0.8820301783,0.9999741669,0.7395054629,127_S_0431,005_S_0448
1,0.8051157125,0.8601171113,0.9999609283,0.6738022426,127_S_0431,005_S_0324
101,0.6768837803,0.7270233196,0.9999435533,0.5115830116,127_S_0431,005_S_0324
1,0.8185926404,0.8249837345,0.9999730635,0.6928961749,127_S_0431,005_S_0222
101,0.7926237464,0.8401920439,0.9999624914,0.6564844587,127_S_0431,005_S_0222
1,0.5816441441,0.6720884841,0.9999097214,0.4100833664,127_S_0431,003_S_0981
101,0.4739918177,0.5562414266,0.9998940016,0.3106089621,127_S_0431,003_S_0981
1,0.7744466237,0.8991541965,0.9999402433,0.6319158665,127_S_0431,003_S_0907
101,0.63507109,0.8271604938,0.9998957483,0.4652777778,127_S_0431,003_S_0907
1,1,1,1,1,941_S_1202,941_S_1202
101,1,1,1,1,941_S_1202,941_S_1202
1,0.5945945946,0.4893832154,0.9999737166,0.4230769231,941_S_1202,127_S_0431
101,0.7683848797,0.7240932642,0.999978974,0.6238839286,941_S_1202,127_S_0431
1,0.8329959514,0.8321536906,0.9999721904,0.7137901127,941_S_1202,116_S_0382
101,0.665176076,0.7707253886,0.9999284439,0.4983249581,941_S_1202,116_S_0382
1,0.8067898153,0.8169868554,0.9999650685,0.6761506276,941_S_1202,098_S_0149
101,0.583625731,0.646373057,0.9999255613,0.4120561519,941_S_1202,098_S_0149
1,0.81799591,0.8088978766,0.9999716817,0.6920415225,941_S_1202,094_S_1293
101,0.5355329949,0.5466321244,0.9999352264,0.3656845754,941_S_1202,094_S_1293
1,0.7923497268,0.8796764408,0.9999428547,0.6561085973,941_S_1202,094_S_1188
101,0.4092155787,0.4831606218,0.9998850354,0.2572413793,941_S_1202,094_S_1188
1,0.664910432,0.821080026,0.9999083424,0.498026835,127_S_0431,002_S_1155
101,0.5995785037,0.780521262,0.9998896807,0.4281414597,127_S_0431,002_S_1155
1,0.7014446228,0.8529603123,0.9999181793,0.5401730532,127_S_0431,002_S_1018
101,0.6198083067,0.731824417,0.9999156057,0.4490740741,127_S_0431,002_S_1018
1,0.5989955062,0.7371502928,0.9998976781,0.4275471698,127_S_0431,002_S_0954
101,0.6000634317,0.6488340192,0.9999311424,0.4286361577,127_S_0431,002_S_0954
1,0.5879017013,0.6070266753,0.9999352789,0.4163319946,127_S_0431,002_S_0938
101,0.4150559512,0.4197530864,0.9999191911,0.2618741977,127_S_0431,002_S_0938
1,0.7261292167,0.8262849707,0.999936474,0.5700179533,127_S_0431,002_S_0782
101,0.5449029126,0.6159122085,0.9999135832,0.3744787323,127_S_0431,002_S_0782
1,0.4326133252,0.46258946,0.9999044812,0.2760093168,127_S_0431,002_S_0729
101,0.8022053756,0.7983539095,0.9999742588,0.669735328,127_S_0431,002_S_0729
1,0.8261127596,0.9056603774,0.9999594574,0.7037411527,127_S_0431,002_S_0685
101,0.7602657005,0.8635116598,0.9999453,0.613248904,127_S_0431,002_S_0685
1,0.7231869254,0.6909564086,0.9999689265,0.5664,127_S_0431,002_S_0619
101,0.7707445064,0.8058984911,0.999961756,0.6270010672,127_S_0431,002_S_0619
1,0.7976814794,0.940143136,0.9999410707,0.6634527089,127_S_0431,002_S_0413
101,0.556424581,0.683127572,0.9998964837,0.3854489164,127_S_0431,002_S_0413
1,0.8235640648,0.9095640859,0.9999577106,0.7000500751,127_S_0431,002_S_0295
101,0.6295353278,0.6783264746,0.9999361067,0.4593590339,127_S_0431,002_S_0295
1,0.7279585101,0.780586451,0.9999389546,0.5722757598,941_S_1202,067_S_0056
101,0.4734740445,0.5375647668,0.9999040266,0.3101644245,941_S_1202,067_S_0056
1,0.7860441252,0.7745197169,0.9999671033,0.6475063398,941_S_1202,067_S_0029
101,0.6140468227,0.5945595855,0.999955235,0.4430501931,941_S_1202,067_S_0029
1,0.8045977011,0.7785642063,0.9999737166,0.6730769231,941_S_1202,057_S_1217
101,0.598376015,0.6204663212,0.9999406525,0.426916221,941_S_1202,057_S_1217
1,0.7826552463,0.7391304348,0.9999749036,0.6429199648,941_S_1202,021_S_1109
101,0.3767757875,0.3950777202,0.9999080962,0.2321156773,941_S_1202,021_S_1109
1,0.6620127981,0.5753286148,0.9999726991,0.4947826087,941_S_1202,021_S_0753
101,0.7150837989,0.6632124352,0.9999749045,0.5565217391,941_S_1202,021_S_0753
1,0.8233404711,0.7775530839,0.9999813472,0.6997270246,941_S_1202,021_S_0642
101,0.5833945628,0.5142487047,0.9999674437,0.4118257261,941_S_1202,021_S_0642
1,0.763060686,0.731041456,0.9999689686,0.616894198,941_S_1202,021_S_0343
101,0.5560675883,0.4689119171,0.9999715132,0.385106383,941_S_1202,021_S_0343
1,0.7362374342,0.7775530839,0.9999438722,0.5825757576,941_S_1202,021_S_0159
101,0.4443091905,0.4727979275,0.9999142005,0.2856025039,941_S_1202,021_S_0159
1,0.7910602911,0.7694641052,0.9999704947,0.6543422184,941_S_1202,021_S_0337
101,0.7518394649,0.7279792746,0.9999727001,0.602357985,941_S_1202,021_S_0337
1,0.7468531469,0.809908999,0.9999398025,0.5959821429,941_S_1202,020_S_0213
101,0.5588585018,0.6088082902,0.9999253917,0.3877887789,941_S_1202,020_S_0213
1,0.5490848586,0.5005055612,0.999945907,0.378440367,941_S_1202,014_S_1095
101,0.4561170213,0.4443005181,0.9999340395,0.2954349699,941_S_1202,014_S_1095
1,0.5283267457,0.4054600607,0.999978295,0.3589973142,941_S_1202,016_S_0991
101,0.5612708018,0.4805699482,0.999969648,0.3901156677,941_S_1202,016_S_0991
1,0.74475035,0.806875632,0.9999396329,0.5933085502,941_S_1202,014_S_0328
101,0.6288323549,0.6243523316,0.9999526916,0.4586108468,941_S_1202,014_S_0328
1,0.7809018568,0.7441860465,0.9999728687,0.6405570061,941_S_1202,013_S_1205
101,0.3369565217,0.3212435233,0.9999233569,0.2026143791,941_S_1202,013_S_1205
1,0.554973822,0.4287158746,0.9999804994,0.384057971,941_S_1202,011_S_0241
101,0.5483259634,0.5621761658,0.9999360743,0.3777197563,941_S_1202,011_S_0241
1,0.3833515882,0.353892821,0.9999174192,0.2371273713,941_S_1202,011_S_0183
101,0.6353697749,0.6398963731,0.9999509959,0.465598492,941_S_1202,011_S_0183
1,0.2271628806,0.2376137513,0.9998567129,0.1281352236,941_S_1202,011_S_0168
101,0.6233766234,0.621761658,0.9999511655,0.4528301887,941_S_1202,011_S_0168
1,0.8153273018,0.7745197169,0.9999789733,0.688230009,941_S_1202,011_S_0053
101,0.6746987952,0.6528497409,0.999963035,0.5090909091,941_S_1202,011_S_0053
1,0.2910927456,0.3205257836,0.9998521345,0.1703385277,941_S_1202,011_S_0016
101,0.4706579727,0.5142487047,0.9999121657,0.307751938,941_S_1202,011_S_0016
1,0.7264195214,0.7826086957,0.999937598,0.570375829,941_S_1202,011_S_0022
101,0.3876375065,0.4792746114,0.9998699442,0.2404158545,941_S_1202,011_S_0022
1,0.4586357039,0.3195146613,0.9999876214,0.2975517891,941_S_1202,011_S_0003
101,0.4983443709,0.3898963731,0.9999771088,0.3318632856,941_S_1202,011_S_0003
1,0.7968206657,0.8109201213,0.9999623553,0.6622625929,941_S_1202,011_S_0005
101,0.5889884763,0.5958549223,0.9999440438,0.4174228675,941_S_1202,011_S_0005
1,0.7914547304,0.786653185,0.9999662555,0.6548821549,941_S_1202,011_S_0010
101,0.4917582418,0.4637305699,0.999944722,0.3260473588,941_S_1202,011_S_0010
1,0.7747474747,0.7755308392,0.9999620162,0.6323165705,941_S_1202,009_S_0751
101,0.7208994709,0.7059585492,0.999966935,0.563598759,941_S_1202,009_S_0751
1,0.8032786885,0.7927199191,0.9999696469,0.6712328767,941_S_1202,009_S_1030
101,0.3744043567,0.3562176166,0.9999284439,0.230318258,941_S_1202,009_S_1030
1,0.8358056266,0.8260869565,0.999974734,0.7179261863,941_S_1202,007_S_1339
101,0.3212267958,0.2577720207,0.9999545568,0.1913461538,941_S_1202,007_S_1339
1,0.8150651859,0.8533872599,0.9999596422,0.6878565607,941_S_1202,007_S_1222
101,0.2645631068,0.2823834197,0.9998884267,0.1524475524,941_S_1202,007_S_1222
1,0.8115234375,0.8402426694,0.9999613379,0.6828266228,941_S_1202,007_S_1206
101,0.6482164822,0.682642487,0.9999445525,0.4795268426,941_S_1202,007_S_1206
1,0.7194163861,0.6481294237,0.9999742253,0.5617879053,941_S_1202,007_S_0698
101,0.711409396,0.6865284974,0.9999681219,0.5520833333,941_S_1202,007_S_0698
1,0.7861333333,0.7451971689,0.999974734,0.6476274165,941_S_1202,007_S_0414
101,0.5876645877,0.5492227979,0.9999581176,0.41609421,941_S_1202,007_S_0414
1,0.7498649379,0.701718908,0.9999715122,0.5998271392,941_S_1202,007_S_0316
101,0.5430370889,0.5025906736,0.9999543872,0.3727185399,941_S_1202,007_S_0316
1,0.8521126761,0.8564206269,0.9999742253,0.7423312883,941_S_1202,007_S_0293
101,0.5261688765,0.4883419689,0.9999518437,0.3570075758,941_S_1202,007_S_0293
1,0.7822878229,0.7502527806,0.9999718513,0.6424242424,941_S_1202,007_S_0249
101,0.623255814,0.6075129534,0.999955235,0.4527027027,941_S_1202,007_S_0249
1,0.8260869565,0.806875632,0.9999754123,0.7037037037,941_S_1202,007_S_0101
101,0.680608365,0.6955958549,0.9999543872,0.5158501441,941_S_1202,007_S_0101
1,0.7811116576,0.8028311426,0.9999576074,0.6408393866,941_S_1202,007_S_0070
101,0.4383735705,0.4468911917,0.9999225091,0.2807160293,941_S_1202,007_S_0070
1,0.8073732719,0.8857431749,0.999948281,0.6769706337,941_S_1202,007_S_0068
101,0.698313554,0.7240932642,0.9999542176,0.5364683301,941_S_1202,007_S_0068
1,0.7987152034,0.75429727,0.9999774471,0.6648841355,941_S_1202,007_S_0041
101,0.6713375796,0.682642487,0.9999540481,0.5052732502,941_S_1202,007_S_0041
1,0.7743644068,0.7391304348,0.9999715122,0.6318063959,941_S_1202,006_S_1130
101,0.3786982249,0.3730569948,0.9999218309,0.2335766423,941_S_1202,006_S_1130
1,0.7791469194,0.8311425683,0.9999492984,0.6381987578,941_S_1202,006_S_0731
101,0.5405078597,0.579015544,0.9999262395,0.3703396852,941_S_1202,006_S_0731
1,0.7889492754,0.8806875632,0.9999409895,0.6514584892,941_S_1202,006_S_0681
101,0.5322997416,0.5336787565,0.9999382786,0.3626760563,941_S_1202,006_S_0681
1,0.7199533256,0.6238624874,0.9999816864,0.5624430264,941_S_1202,006_S_0675
101,0.4328358209,0.3756476684,0.9999528611,0.2761904762,941_S_1202,006_S_0675
1,0.813542193,0.8139534884,0.9999686295,0.6856899489,941_S_1202,005_S_1341
101,0.5359042553,0.5220207254,0.9999442133,0.366030881,941_S_1202,005_S_1341
1,0.7691441441,0.6905965622,0.9999823647,0.6248856359,941_S_1202,005_S_0814
101,0.7438494935,0.6658031088,0.9999837218,0.5921658986,941_S_1202,005_S_0814
1,0.6670391061,0.6036400404,0.9999654076,0.5004191115,941_S_1202,005_S_0610
101,0.5981554677,0.5880829016,0.9999504872,0.4266917293,941_S_1202,005_S_0610
1,0.6044499382,0.4944388271,0.9999762601,0.4331266608,941_S_1202,005_S_0572
101,0.7381745503,0.7176165803,0.9999703262,0.5850052798,941_S_1202,005_S_0572
1,0.810215323,0.8179979778,0.9999662555,0.680976431,941_S_1202,005_S_0602
101,0.4111801242,0.4287564767,0.9999140309,0.2587959343,941_S_1202,005_S_0602
1,0.7681365576,0.8190091001,0.9999474331,0.623556582,941_S_1202,005_S_0553
101,0.52,0.5725388601,0.9999175918,0.3513513514,941_S_1202,005_S_0553
1,0.7866400798,0.7977755308,0.9999613379,0.64831553,941_S_1202,005_S_0546
101,0.3369495852,0.3419689119,0.9999099614,0.202609363,941_S_1202,005_S_0546
1,0.8390045708,0.8351870576,0.9999738861,0.7226596675,941_S_1202,005_S_0448
101,0.7724719101,0.7124352332,0.9999827044,0.6292906178,941_S_1202,005_S_0448
1,0.6746867168,0.6804853387,0.999943533,0.5090771558,941_S_1202,005_S_0324
101,0.5208964264,0.5569948187,0.9999238656,0.3521703522,941_S_1202,005_S_0324
1,0.7324263039,0.6531850354,0.9999781254,0.5778175313,941_S_1202,005_S_0222
101,0.6688227684,0.6696891192,0.999956422,0.5024295432,941_S_1202,005_S_0222
1,0.7787698413,0.7937310415,0.9999589639,0.6376929326,941_S_1202,003_S_0981
101,0.3496332518,0.3704663212,0.9999019918,0.2118518519,941_S_1202,003_S_0981
1,0.7493645145,0.7451971689,0.9999591335,0.5991869919,941_S_1202,002_S_1155
101,0.5559440559,0.6178756477,0.9999208135,0.3849878935,941_S_1202,002_S_1155
1,0.8215158924,0.8493427705,0.9999633728,0.6970954357,941_S_1202,003_S_0907
101,0.6089625537,0.6424870466,0.9999387873,0.4377758164,941_S_1202,003_S_0907
1,0.8012263669,0.7927199191,0.999968799,0.6683716965,941_S_1202,002_S_0954
101,0.3676470588,0.3562176166,0.9999238656,0.2252252252,941_S_1202,002_S_0954
1,0.7865394274,0.7917087968,0.9999628641,0.6481788079,941_S_1202,002_S_1018
101,0.4397068621,0.4274611399,0.9999323438,0.2818104184,941_S_1202,002_S_1018
1,0.6303317536,0.537917088,0.9999716817,0.4602076125,941_S_1202,002_S_0938
101,0.3587115666,0.317357513,0.9999408221,0.2185548617,941_S_1202,002_S_0938
1,0.7978142077,0.7381193124,0.9999811777,0.6636363636,941_S_1202,002_S_0782
101,0.5015015015,0.432642487,0.9999616785,0.3346693387,941_S_1202,002_S_0782
1,0.8204873197,0.8341759353,0.9999665946,0.6956155143,941_S_1202,002_S_0413
101,0.4659498208,0.5051813472,0.9999131831,0.3037383178,941_S_1202,002_S_0413
1,0.7724922441,0.7553083923,0.999966425,0.6293176074,941_S_1202,002_S_0729
101,0.7104136947,0.6450777202,0.9999776175,0.5508849558,941_S_1202,002_S_0729
1,0.7147041593,0.6167846309,0.9999816864,0.5560619872,941_S_1202,002_S_0619
101,0.7634854772,0.7150259067,0.9999793132,0.6174496644,941_S_1202,002_S_0619
1,0.7370478983,0.7623862487,0.9999486201,0.5835913313,941_S_1202,002_S_0685
101,0.5215393452,0.5880829016,0.9999126744,0.3527583528,941_S_1202,002_S_0685
1,0.8291431503,0.8169868554,0.9999742253,0.708150745,941_S_1202,002_S_0295
101,0.4847250509,0.4624352332,0.9999416699,0.3198924731,941_S_1202,002_S_0295
1,0.7110510308,0.8142414861,0.9999434622,0.5516518091,002_S_0619,941_S_1202
101,0.7472682411,0.7851851852,0.9999607451,0.5965109736,002_S_0619,941_S_1202
1,0.7995409334,0.8088235294,0.999974535,0.666029318,002_S_0619,127_S_0431
101,0.8158490566,0.8007407407,0.9999798669,0.6889738687,002_S_0619,127_S_0431
1,0.74584165,0.8676470588,0.9999454847,0.5946949602,002_S_0619,116_S_0382
101,0.8075521696,0.902962963,0.9999586307,0.6772222222,002_S_0619,116_S_0382
1,0.7494838266,0.842879257,0.999951736,0.5993395707,002_S_0619,098_S_0149
101,0.7034764826,0.8918518519,0.9999201112,0.5425867508,002_S_0619,098_S_0149
1,0.8072372999,0.8978328173,0.999961205,0.6767794632,002_S_0619,094_S_1293
101,0.7786103542,0.8466666667,0.9999592742,0.6374790853,002_S_0619,094_S_1293
1,0.5833102301,0.8142414861,0.9998838907,0.411741683,002_S_0619,094_S_1188
101,0.7535121328,0.8740740741,0.999944657,0.6045081967,002_S_0619,094_S_1188
1,0.502970297,0.6880804954,0.999875525,0.335978836,002_S_0619,067_S_0056
101,0.470901034,0.5903703704,0.9998861884,0.3079598145,002_S_0619,067_S_0056
1,0.6683401318,0.8243034056,0.999923697,0.5018850141,002_S_0619,067_S_0029
101,0.7883315546,0.8207407407,0.9999675481,0.650616559,002_S_0619,067_S_0029
1,0.7254495159,0.8119195046,0.9999493458,0.5691806837,002_S_0619,057_S_1217
101,0.7830342577,0.8888888889,0.9999526551,0.6434316354,002_S_0619,057_S_1217
1,0.6918449198,0.8010835913,0.9999388657,0.5288707205,002_S_0619,021_S_1109
101,0.6088888889,0.7103703704,0.9999226853,0.4376996805,002_S_0619,021_S_1109
1,0.7715269805,0.7801857585,0.9999712255,0.6280373832,002_S_0619,021_S_0753
101,0.7862993299,0.7822222222,0.9999742591,0.6478527607,002_S_0619,021_S_0753
1,0.722278057,0.8343653251,0.9999434622,0.5652857892,002_S_0619,021_S_0343
101,0.7046548957,0.6503703704,0.99997573,0.5439900867,002_S_0619,021_S_0343
1,0.5837104072,0.7987616099,0.9998885792,0.4121405751,002_S_0619,021_S_0159
101,0.4988060493,0.6962962963,0.9998640328,0.3322728879,002_S_0619,021_S_0159
1,0.6524953789,0.8196594427,0.9999177215,0.4842249657,002_S_0619,021_S_0337
101,0.7397348852,0.8474074074,0.9999449328,0.5869676757,002_S_0619,021_S_0337
1,0.7526226734,0.8606811146,0.9999493458,0.6033640803,002_S_0619,021_S_0642
101,0.7697205518,0.8059259259,0.9999642385,0.6256469235,002_S_0619,021_S_0642
1,0.5915492958,0.8126934985,0.9998889469,0.42,002_S_0619,020_S_0213
101,0.7877984085,0.88,0.9999560566,0.6498905908,002_S_0619,020_S_0213
1,0.7713567839,0.7128482972,0.999983912,0.6278118609,002_S_0619,016_S_0991
101,0.7984761905,0.7762962963,0.9999791315,0.6645529486,002_S_0619,016_S_0991
1,0.7690566038,0.7886996904,0.9999688353,0.6247700797,002_S_0619,014_S_1095
101,0.7920500552,0.797037037,0.9999732478,0.6556977453,002_S_0619,014_S_1095
1,0.596719457,0.8165634675,0.9998906936,0.4252317614,002_S_0619,014_S_0328
101,0.6034827291,0.782962963,0.9998992427,0.4321340965,002_S_0619,014_S_0328
1,0.7616077616,0.850619195,0.999954494,0.614997202,002_S_0619,013_S_1205
101,0.6867947545,0.8340740741,0.9999261787,0.5229911751,002_S_0619,013_S_1205
1,0.503968254,0.4914860681,0.9999454847,0.3368700265,002_S_0619,011_S_0241
101,0.6348637016,0.6555555556,0.9999491617,0.465055176,002_S_0619,011_S_0241
1,0.2336481287,0.2585139319,0.9998866487,0.1322772277,002_S_0619,011_S_0183
101,0.6233371342,0.6074074074,0.9999576194,0.4527885146,002_S_0619,011_S_0183
1,0.2442118617,0.2979876161,0.9998643094,0.1390895954,002_S_0619,011_S_0168
101,0.8077336198,0.8355555556,0.9999710415,0.6774774775,002_S_0619,011_S_0168
1,0.4021384021,0.523993808,0.99987148,0.2516728625,002_S_0619,011_S_0022
101,0.4665127021,0.5985185185,0.999879937,0.3042168675,002_S_0619,011_S_0022
1,0.7946922226,0.8343653251,0.9999684676,0.6593272171,002_S_0619,011_S_0053
101,0.8105107328,0.8111111111,0.9999763735,0.6813939017,002_S_0619,011_S_0053
1,0.137462646,0.1958204334,0.9998036347,0.07380396733,002_S_0619,011_S_0016
101,0.6224396209,0.7540740741,0.9999169856,0.4518419885,002_S_0619,011_S_0016
1,0.625511811,0.7685758514,0.9999181811,0.4550870761,002_S_0619,011_S_0010
101,0.5762507535,0.7081481481,0.999906965,0.4047417443,002_S_0619,011_S_0010
1,0.6654632972,0.8560371517,0.9999148716,0.4986474301,002_S_0619,011_S_0005
101,0.7664281067,0.8725925926,0.9999498052,0.6213080169,002_S_0619,011_S_0005
1,0.6682506683,0.8707430341,0.9999126652,0.5017841213,002_S_0619,009_S_0751
101,0.714002642,0.8007407407,0.9999451167,0.5552131484,002_S_0619,009_S_0751
1,0.8098905553,0.7732198142,0.9999838201,0.6805177112,002_S_0619,011_S_0003
101,0.8019323671,0.7377777778,0.9999873134,0.6693548387,002_S_0619,011_S_0003
1,0.6120440069,0.8181114551,0.9998984159,0.4409678765,002_S_0619,009_S_1030
101,0.5636147444,0.7022222222,0.9999020007,0.392384106,002_S_0619,009_S_1030
1,0.7368421053,0.8397832817,0.999947783,0.5833333333,002_S_0619,007_S_1339
101,0.7617668356,0.7792592593,0.9999669045,0.6152046784,002_S_0619,007_S_1339
1,0.5397524072,0.7592879257,0.9998747895,0.369630746,002_S_0619,007_S_1222
101,0.5435637999,0.7162962963,0.9998859126,0.3732149749,002_S_0619,007_S_1222
1,0.591541458,0.822755418,0.9998860971,0.419992098,002_S_0619,007_S_1206
101,0.7274407145,0.8748148148,0.9999341768,0.5716360116,002_S_0619,007_S_1206
1,0.790022338,0.8212074303,0.9999693869,0.6529230769,002_S_0619,007_S_0698
101,0.7687150838,0.7644444444,0.9999721447,0.6243194192,002_S_0619,007_S_0698
1,0.7721160651,0.8444272446,0.9999592744,0.6288184438,002_S_0619,007_S_0414
101,0.7616077616,0.8140740741,0.9999598258,0.614997202,002_S_0619,007_S_0414
1,0.775152439,0.7871517028,0.9999710416,0.6328562539,002_S_0619,007_S_0316
101,0.7808968283,0.7933333333,0.999970398,0.6405502392,002_S_0619,007_S_0316
1,0.7465592481,0.8606811146,0.9999471395,0.5956079272,002_S_0619,007_S_0293
101,0.8119445432,0.8459259259,0.9999704899,0.6834230999,002_S_0619,007_S_0293
1,0.7991186192,0.8421052632,0.9999684676,0.6654434251,002_S_0619,007_S_0249
101,0.8125450613,0.8348148148,0.9999726962,0.6842744384,002_S_0619,007_S_0249
1,0.7723244717,0.8769349845,0.999953207,0.6290949473,002_S_0619,007_S_0101
101,0.8076528869,0.8755555556,0.9999636869,0.6773638968,002_S_0619,007_S_0101
1,0.6723229959,0.8893188854,0.9999101831,0.5063904804,002_S_0619,007_S_0070
101,0.7498305085,0.8192592593,0.9999545857,0.5997830803,002_S_0619,007_S_0070
1,0.6018691589,0.8722910217,0.9998780991,0.4304812834,002_S_0619,007_S_0068
101,0.7706176962,0.8548148148,0.9999548615,0.6268332428,002_S_0619,007_S_0068
1,0.7737172388,0.8111455108,0.9999660773,0.6309452137,002_S_0619,007_S_0041
101,0.7818057456,0.8466666667,0.9999603774,0.6417742841,002_S_0619,007_S_0041
1,0.5361330788,0.7608359133,0.9998720316,0.3662444113,002_S_0619,006_S_0681
101,0.5226744186,0.6659259259,0.9998905092,0.3537977174,002_S_0619,006_S_0681
1,0.626569729,0.73374613,0.999927742,0.4562078922,002_S_0619,006_S_1130
101,0.5954915466,0.7044444444,0.9999179049,0.4239857334,002_S_0619,006_S_1130
1,0.5825842697,0.8026315789,0.9998868325,0.4110186286,002_S_0619,006_S_0731
101,0.6080773606,0.7918518519,0.9998991508,0.436861463,002_S_0619,006_S_0731
1,0.7124814264,0.7422600619,0.9999594583,0.5533756492,002_S_0619,006_S_0675
101,0.6755464481,0.7325925926,0.9999458522,0.5100567303,002_S_0619,006_S_0675
1,0.6394948335,0.8622291022,0.999900898,0.4700421941,002_S_0619,005_S_1341
101,0.8180883864,0.8844444444,0.9999655256,0.692173913,002_S_0619,005_S_1341
1,0.7792022792,0.846749226,0.999961205,0.6382730455,002_S_0619,005_S_0814
101,0.7765511991,0.7555555556,0.9999763735,0.6347230865,002_S_0619,005_S_0814
1,0.7985046729,0.826625387,0.9999710416,0.6645924082,002_S_0619,005_S_0610
101,0.8209121246,0.82,0.9999779364,0.6962264151,002_S_0619,005_S_0610
1,0.5933544304,0.8707430341,0.9998735944,0.4218222722,002_S_0619,005_S_0602
101,0.5190203231,0.7377777778,0.9998628377,0.3504574243,002_S_0619,005_S_0602
1,0.7088107467,0.6942724458,0.9999685595,0.5489596083,002_S_0619,005_S_0572
101,0.7717391304,0.7362962963,0.9999786718,0.6283185841,002_S_0619,005_S_0572
1,0.7644015178,0.8575851393,0.9999541263,0.6186487996,002_S_0619,005_S_0553
101,0.7522507503,0.8355555556,0.9999521035,0.6028861571,002_S_0619,005_S_0553
1,0.6691895301,0.8212074303,0.9999248002,0.5028436019,002_S_0619,005_S_0546
101,0.6198651134,0.7488888889,0.9999171694,0.4491337183,002_S_0619,005_S_0546
1,0.7920446615,0.8784829721,0.9999596421,0.6556903524,002_S_0619,005_S_0448
101,0.8305454545,0.8459259259,0.9999762816,0.710199005,002_S_0619,005_S_0448
1,0.7301478171,0.8219814241,0.9999489781,0.5749864645,002_S_0619,005_S_0324
101,0.7095371233,0.8459259259,0.9999331656,0.5498314877,002_S_0619,005_S_0324
1,0.8374571755,0.8513931889,0.9999783961,0.7203667322,002_S_0619,005_S_0222
101,0.8277112804,0.8451851852,0.9999755461,0.7060643564,002_S_0619,005_S_0222
1,0.7386782959,0.8521671827,0.9999459444,0.5856382979,002_S_0619,003_S_0907
101,0.8272819817,0.902962963,0.9999652498,0.7054398148,002_S_0619,003_S_0907
1,0.6441811,0.8204334365,0.9999136765,0.4751232631,002_S_0619,003_S_0981
101,0.5897867565,0.7785185185,0.9998930833,0.4182252288,002_S_0619,003_S_0981
1,0.5811669555,0.7786377709,0.9998929919,0.4096091205,002_S_0619,002_S_1155
101,0.6133408705,0.8037037037,0.9998985992,0.442315532,002_S_0619,002_S_1155
1,0.576473939,0.7832817337,0.9998890389,0.4049619848,002_S_0619,002_S_1018
101,0.5627000291,0.7162962963,0.9998970364,0.3914979757,002_S_0619,002_S_1018
1,0.6307821699,0.8707430341,0.999894279,0.4606879607,002_S_0619,002_S_0954
101,0.6484505165,0.7207407407,0.9999376702,0.4797830375,002_S_0619,002_S_0954
1,0.583302134,0.6029411765,0.9999448412,0.4117336152,002_S_0619,002_S_0938
101,0.4931327665,0.5585185185,0.999912297,0.3272569444,002_S_0619,002_S_0938
1,0.7861445783,0.8080495356,0.999970582,0.6476426799,002_S_0619,002_S_0782
101,0.8098298677,0.7933333333,0.9999794073,0.6804320203,002_S_0619,002_S_0782
1,0.6858075041,0.8134674923,0.9999336256,0.5218470705,002_S_0619,002_S_0729
101,0.7611940299,0.7555555556,0.9999715011,0.6144578313,002_S_0619,002_S_0729
1,0.6208988144,0.8715170279,0.999888855,0.450219912,002_S_0619,002_S_0685
101,0.5772972973,0.7911111111,0.9998821434,0.405775076,002_S_0619,002_S_0685
1,1,1,1,1,002_S_0619,002_S_0619
101,1,1,1,1,002_S_0619,002_S_0619
1,0.7251170047,0.899380805,0.9999309596,0.5687714146,002_S_0619,002_S_0413
101,0.7007101792,0.7674074074,0.9999475069,0.5393024466,002_S_0619,002_S_0413
1,0.7717130106,0.8699690402,0.9999543101,0.6282839575,002_S_0619,002_S_0295
101,0.7907140345,0.8325925926,0.9999660772,0.6538685282,002_S_0619,002_S_0295
1,0.7288418708,0.6435594887,0.9999771075,0.5733683749,002_S_0413,941_S_1202
101,0.4428300695,0.3639667705,0.9999504461,0.2843813387,002_S_0413,941_S_1202
1,0.7033212392,0.6194690265,0.99997343,0.5424020663,002_S_0413,098_S_0149
101,0.7262872629,0.7653167186,0.9999394137,0.570212766,002_S_0413,098_S_0149
